"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00027401","1968-11","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","8",",0","3",",0","0",",0","30",",0","5",",0","22",",0","30",",0","30",",0","0",",0","0",",0","18","","3","","19681129","+,,0","19681114","+,,0","19681111",",,0","","","19681111",",,0","19681104","+,,0","-34.4",",0,29,+","229",",,0,14,+","86",",,0,11,","5.3",",,0,11,","-5.0",",0,04,+","3296.0","0","1133.8",",0","17.0",",,,0","307",",,,0","-19.46",",0","-16.26",",,,0","-22.66",",,,0","260",",X","","","21.0",",X","",""
"USW00027401","1968-12","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","4",",0","1",",0","0",",0","31",",0","1",",0","30",",0","31",",0","31",",0","0",",0","0",",0","6","","","","19681207",",,0","19681231","+,,0","19681223",",,0","","","19681223",",,0","19681223",",,0","-42.2",",0,07,","152",",,0,31,+","64",",,0,23,","3.8",",,0,23,","-1.7",",0,23,","4640.9","0","1344.9",",0","5.6",",,,0","108",",,,0","-25.05",",0","-20.99",",,,0","-29.11",",,,0","260",",X","","","24.1",",X","",""
"USW00027401","1969-01","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","1",",0","0",",0","0",",0","31",",0","0",",0","31",",0","31",",0","31",",0","0",",0","0",",0","7","","3","","19690108","+,,0","19690102","+,,0","19690104",",,0","","","19690104",",,0","19690125",",,0","-42.2",",0,08,+","152",",,0,02,+","10",",,0,04,","0.5",",,0,04,","-6.1",",0,25,","6042.6","0","1401.7",",0","0.5",",,,0","10",",,,0","-26.88",",0","-23.27",",,,0","-30.49",",,,0","270",",X","","","19.2",",X","",""
"USW00027401","1969-02","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","3",",0","0",",0","0",",0","28",",0","1",",0","28",",0","28",",0","28",",0","0",",0","0",",0","6","","","","19690206",",,0","19690228","+,,0","19690226",",,0","","","19690226",",,0","19690228",",,0","-45.0",",0,06,","102",",,0,28,+","25",",,0,26,","2.0",",,0,26,","-8.3",",0,28,","7439.9","0","1397.3",",0","3.1",",,,0","45",",,,0","-31.57",",0","-27.85",",,,0","-35.29",",,,0","90",",X","","","17.9",",X","",""
"USW00027401","1969-03","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","4",",0","0",",0","0",",0","31",",0","0",",0","30",",0","31",",0","31",",0","0",",0","0",",0","11","","1","","19690325",",,0","19690312","+,,0","19690310",",,0","","","19690310",",,0","19690301",",,0","-45.0",",0,25,","127",",,0,12,+","13",",,0,10,","0.8",",,0,10,","-6.1",",0,01,","8782.8","0","1342.9",",0","1.7",",,,0","28",",,,0","-24.99",",0","-20.52",",,,0","-29.46",",,,0","280",",X","","","34.4",",X","",""
"USW00027401","1969-04","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","4",",0","0",",0","0",",0","30",",0","2",",0","15",",0","30",",0","30",",0","0",",0","0",",0","27","","12","","19690405",",,0","19690424","+,,0","19690417",",,0","","","19690418","+,,0","19690426",",,0","-30.0",",0,05,","152",",,0,24,+","41",",,0,17,","1.0",",,0,18,+","0.0",",0,26,","9748.5","0","965.7",",0","2.6",",,,0","79",",,,0","-13.86",",0","-10.21",",,,0","-17.50",",,,0","100",",X","","","17.9",",X","",""
"USW00027401","1969-05","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","4",",0","0",",0","0",",0","31",",0","1",",0","0",",0","31",",0","28",",0","0",",0","0",",0","27","","6","","19690515",",,0","19690502","+,,0","19690526",",,0","","","19690529","+,,0","19690522",",,0","-12.2",",0,15,","76",",,0,02,+","25",",,0,26,","0.5",",,0,29,+","2.8",",0,22,","10462.7","0","714.2",",0","1.6",",,,0","54",",,,0","-4.71",",0","-2.13",",,,0","-7.28",",,,0","290",",X","","","14.3",",X","",""
"USW00027401","1969-06","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","3",",0","0",",0","0",",0","9",",0","0",",0","0",",0","20",",0","7",",0","0",",0","0",",0","16","","10","","19690604","+,,0","19690609","+,,0","19690603",",,0","","","19690603",",,0","19690610",",,0","-8.3",",0,04,+","25",",,0,09,+","8",",,0,03,","0.8",",,0,03,","7.8",",0,10,","10995.1","0","532.4",",0","1.6",",,,0","13",",,,0","0.59",",0","2.95",",,,0","-1.78",",,,0","70",",X","","","13.4",",X","",""
"USW00027401","1969-07","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","12",",0","5",",0","0",",0","0",",0","1",",0","0",",0","20",",0","0",",0","1",",0","0",",0","21","","13","","19690731",",,0","19690723",",,0","19690722",",,0","","","19690727",",,0","19690705",",,0","-2.8",",0,31,","0",",T,0,23,","25",",,0,22,","7.1",",,0,27,","23.3",",0,05,","453.1","0","453.1",",0","22.9",",,,0","28",",,,0","3.72",",0","7.61",",,,0","-0.18",",,,0","270",",X","","","13.0",",X","",""
"USW00027401","1969-08","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","15",",0","4",",0","0",",0","12",",0","2",",0","0",",0","29",",0","3",",0","0",",0","0",",0","22","","12","","19690812","+,,0","19690811",",,0","19690810",",,0","","","19690801",",,0","19690804","+,,0","-3.9",",0,12,+","76",",,0,11,","56",",,0,10,","9.9",",,0,01,","11.1",",0,04,+","996.2","0","543.1",",0","38.3",",,,0","188",",,,0","0.81",",0","3.09",",,,0","-1.46",",,,0","270",",X","","","19.7",",X","",""
"USW00027401","1969-09","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","5",",0","0",",0","0",",0","1",",0","0",",0","0",",0","28",",0","10",",0","0",",0","0",",0","22","","14","","19690926",",,0","19690930",",,0","19690928",",,0","","","19690928",",,0","19690903",",,0","-8.9",",0,26,","25",",,0,30,","8",",,0,28,","0.8",",,0,28,","8.9",",0,03,","1572.3","0","576.1",",0","2.0",",,,0","22",",,,0","-0.87",",0","1.57",",,,0","-3.32",",,,0","100",",X","","","15.6",",X","",""
"USW00027401","1969-10","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","8",",0","0",",0","0",",0","17",",0","1",",0","4",",0","31",",0","24",",0","0",",0","0",",0","21","","11","","19691030",",,0","19691031",",,0","19691027",",,0","","","19691027",",,0","19691012",",,0","-22.2",",0,30,","76",",,0,31,","58",",,0,27,","0.8",",,0,27,","7.8",",0,12,","2324.5","0","752.2",",0","3.3",",,,0","86",",,,0","-5.93",",0","-3.07",",,,0","-8.80",",,,0","90",",X","","","17.9",",X","",""
"USW00027401","1969-11","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","9",",0","2",",0","0",",0","30",",0","2",",0","24",",0","30",",0","30",",0","0",",0","0",",0","10","","5","","19691116",",,0","19691122","+,,0","19691102",",,0","","","19691107",",,0","19691103","+,,0","-36.1",",0,16,","152",",,0,22,+","36",",,0,02,","7.6",",,0,07,","-7.8",",0,03,+","3513.0","0","1188.5",",0","15.4",",,,0","108",",,,0","-21.29",",0","-18.02",",,,0","-24.55",",,,0","110",",X","","","17.0",",X","",""
"USW00027401","1969-12","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","6",",0","0",",0","0",",0","31",",0","0",",0","26",",0","31",",0","31",",0","0",",0","0",",0","9","","2","","19691228",",,0","19691231","+,,0","19691207",",,0","","","19691223",",,0","19691231","+,,0","-33.9",",0,28,","178",",,0,31,+","15",",,0,07,","1.3",",,0,23,","-10.6",",0,31,+","4731.7","0","1218.7",",0","4.2",",,,0","55",",,,0","-20.98",",0","-18.16",",,,0","-23.80",",,,0","90",",X","","","17.9",",X","",""
"USW00027401","1970-01","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","4",",0","0",",0","0",",0","31",",0","0",",0","31",",0","31",",0","31",",0","0",",0","0",",0","11","","2","","19700130",",,0","19700131","+,,0","19700101",",,0","","","19700110",",,0","19700101",",,0","-38.3",",0,30,","203",",,0,31,+","8",",,0,01,","0.5",",,0,10,","-10.0",",0,01,","6120.8","0","1389.1",",0","1.4",",,,0","21",",,,0","-26.48",",0","-23.49",",,,0","-29.46",",,,0","270",",X","","","27.3",",X","",""
"USW00027401","1970-02","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","5",",0","2",",0","0",",0","28",",0","2",",0","26",",0","28",",0","28",",0","0",",0","0",",0","9","","1","","19700204",",,0","19700228",",,0","19700228",",,0","","","19700228",",,0","19700228",",,0","-45.6",",0,04,","279",",,0,28,","97",",,0,28,","9.7",",,0,28,","-3.9",",0,28,","7399.3","0","1278.5",",0","16.6",",,,0","173",",,,0","-27.33",",0","-23.06",",,,0","-31.59",",,,0","110",",X","","","20.6",",X","",""
"USW00027401","1970-03","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","7",",0","2",",0","0",",0","31",",0","2",",0","30",",0","31",",0","31",",0","0",",0","0",",0","9","","","","19700305",",,0","19700331","+,,0","19700328",",,0","","","19700328",",,0","19700330",",,0","-45.0",",0,05,","381",",,0,31,+","43",",,0,28,","3.8",",,0,28,","-9.4",",0,30,","8850.0","0","1450.7",",0","12.4",",,,0","138",",,,0","-28.46",",0","-24.44",",,,0","-32.49",",,,0","270",",X","","","16.5",",X","",""
"USW00027401","1970-04","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","7",",0","0",",0","0",",0","30",",0","0",",0","20",",0","30",",0","30",",0","0",",0","0",",0","21","","4","","19700411",",,0","19700404","+,,0","19700401",",,0","","","19700423","+,,0","19700416",",,0","-33.3",",0,11,","406",",,0,04,+","10",",,0,01,","0.8",",,0,23,+","-5.0",",0,16,","9940.8","0","1090.8",",0","3.6",",,,0","38",",,,0","-18.03",",0","-14.42",",,,0","-21.64",",,,0","80",",X","","","17.4",",X","",""
"USW00027401","1970-05","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","3",",0","0",",0","0",",0","22",",0","0",",0","1",",0","30",",0","27",",0","0",",0","0",",0","20","","9","","19700503",",,0","19700504","+,,0","19700502",",,0","","","19700531",",,0","19700531","+,,0","-17.8",",0,03,","305",",,0,04,+","10",",,0,02,","1.5",",,0,31,","5.6",",0,31,+","10716.6","0","775.8",",0","3.0",",,,0","10",",,,0","-6.69",",0","-4.06",",,,0","-9.32",",,,0","90",",X","","","16.1",",X","",""
"USW00027401","1970-06","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","6",",0","0",",0","0",",0","18","","10","","19700614","+,,0","19700614","+,,0","19700601",",,0","","","19700601",",,0","19700625",",,0","-4.4",",0,14,+","0",",T,0,14,+","8",",,0,01,","2.3",",,0,01,","14.4",",0,25,","11242.1","0","525.5",",0","2.8",",,,0","8",",,,0","0.82",",0","3.53",",,,0","-1.90",",,,0","270",",X","","","17.0",",X","",""
"USW00027401","1970-07","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","0",",0","0",",0","25","","20","","19700704",",,0","19700731","+,,0","19700708",",,0","","","19700730",",,0","19700711",",,0","-2.2",",0,04,","0",",,0,31,+","5",",,0,08,","3.6",",,0,30,","15.6",",0,11,","449.9","0","449.9",",0","8.1",",,,0","5",",,,0","3.82",",0","6.53",",,,0","1.11",",,,0","80",",X","","","10.7",",X","",""
"USW00027401","1970-08","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","9",",0","2",",0","0",",0","0",",0","1",",0","0",",0","6",",0","0",",0","0",",0","0",",0","25","","20","","19700831",",,0","19700830",",,0","19700830",",,0","","","19700826",",,0","19700819",",,0","-2.2",",0,31,","0",",T,0,30,","25",",,0,30,","3.0",",,0,26,","16.7",",0,19,","872.2","0","422.3",",0","12.8",",,,0","25",",,,0","4.71",",0","7.33",",,,0","2.09",",,,0","260",",X","","","10.7",",X","",""
"USW00027401","1970-09","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","12",",0","1",",0","0",",0","14",",0","1",",0","0",",0","25",",0","16",",0","0",",0","0",",0","11","","2","","19700926",",,0","19700930","+,,0","19700918",",,0","","","19700912",",,0","19700912",",,0","-15.6",",0,26,","76",",,0,30,+","46",",,0,18,","3.3",",,0,12,","10.0",",0,12,","1506.4","0","634.2",",0","11.2",",,,0","99",",,,0","-2.81",",0","0.06",",,,0","-5.68",",,,0","250",",X","","","25.9",",X","",""
"USW00027401","1970-10","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","12",",0","2",",0","0",",0","31",",0","2",",0","18",",0","31",",0","29",",0","0",",0","0",",0","4","","1","","19701017",",,0","19701031","+,,0","19701010",",,0","","","19701010",",,0","19701029","+,,0","-30.6",",0,17,","279",",,0,31,+","74",",,0,10,","7.9",",,0,10,","2.2",",0,29,+","2576.3","0","1069.9",",0","23.0",",,,0","214",",,,0","-16.18",",0","-13.14",",,,0","-19.22",",,,0","270",",X","","","16.1",",X","",""
"USW00027401","1970-11","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","5",",0","1",",0","0",",0","30",",0","1",",0","22",",0","30",",0","30",",0","0",",0","0",",0","14","","4","","19701126",",,0","19701130","+,,0","19701127",",,0","","","19701127",",,0","19701117","+,,0","-35.0",",0,26,","356",",,0,30,+","38",",,0,27,","2.8",",,0,27,","-1.1",",0,17,+","3671.3","0","1095.0",",0","6.9",",,,0","79",",,,0","-18.17",",0","-13.80",",,,0","-22.53",",,,0","260",",X","","","36.2",",X","",""
"USW00027401","1970-12","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","5",",0","0",",0","0",",0","31",",0","1",",0","29",",0","31",",0","31",",0","0",",0","0",",0","5","","","","19701210",",,0","19701226","+,,0","19701218",",,0","","","19701218",",,0","19701220","+,,0","-39.4",",0,10,","432",",,0,26,+","43",",,0,18,","2.3",",,0,18,","-3.3",",0,20,+","5044.2","0","1372.9",",0","6.4",",,,0","84",",,,0","-25.95",",0","-21.75",",,,0","-30.16",",,,0","260",",X","","","20.6",",X","",""
"USW00027401","1971-01","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","4",",0","2",",0","0",",0","31",",0","2",",0","30",",0","31",",0","31",",0","0",",0","0",",0","15","","5","","19710127","+,,0","19710118","+,,0","19710112",",,0","","","19710112",",,0","19710111",",,0","-41.7",",0,27,+","533",",,0,18,+","91",",,0,12,","9.1",",,0,12,","-8.3",",0,11,","6553.4","0","1509.2",",0","13.9",",,,0","147",",,,0","-30.35",",0","-25.83",",,,0","-34.88",",,,0","270",",X","","","21.5",",X","",""
"USW00027401","1971-02","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","1",",0","0",",0","0",",0","28",",0","0",",0","28",",0","28",",0","28",",0","0",",0","0",",0","14","","","","19710204","+,,0","19710228","+,,0","19710206",",,0","","","19710206",",,0","19710222","+,,0","-44.4",",0,04,+","432",",,0,28,+","3",",,0,06,","0.3",",,0,06,","-23.9",",0,22,+","8032.8","0","1479.4",",0","0.3",",,,0","3",",,,0","-34.50",",0","-31.09",",,,0","-37.91",",,,0","280",",X","","","17.9",",X","",""
"USW00027401","1971-03","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0","1,0","2",",0","0",",0","0",",0","31",",0","1",",0","30","1,0","30","1,0","31",",0","0",",0","0",",0","10","","3","","19710303","+,1,0","19710331","+,,0","19710322",",,0","","","19710322",",,0","19710318",",,0","-42.2","1,0,03,+","457",",,0,31,+","25",",,0,22,","1.5",",,0,22,","-12.2",",0,18,","9438.5","0","1405.7",",0","2.3",",,,0","33",",,,0","-28.50","1,0","-25.38",",,,0","-31.62","1,,,0","280",",X","","","14.3",",X","",""
"USW00027401","1971-04","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","2",",0","0",",0","0",",0","30",",0","0",",0","29",",0","30",",0","30",",0","0",",0","0",",0","4","","1","","19710401",",,0","19710421","+,,0","19710427",",,0","","","19710427",",,0","19710427",",,0","-38.9",",0,01,","457",",,0,21,+","10",",,0,27,","1.0",",,0,27,","-7.2",",0,27,","10626.9","0","1188.4",",0","1.5",",,,0","15",",,,0","-21.28",",0","-17.61",",,,0","-24.95",",,,0","260",",X","","","18.3",",X","",""
"USW00027401","1971-05","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0","1,0","5",",0","0",",0","0",",0","31",",0","0",",0","7","1,0","30","1,0","17",",0","0",",0","0",",0","17","","12","","19710502",",1,0","19710508","+,,0","19710526",",,0","","","19710526",",,0","19710530",",,0","-26.1","1,0,02,","406",",,0,08,+","18",",,0,26,","1.8",",,0,26,","7.2",",0,30,","11382.4","0","755.5",",0","4.2",",,,0","42",",,,0","-6.67","1,0","-3.75",",,,0","-9.58","1,,,0","80",",X","","","12.5",",X","",""
"USW00027401","1971-06","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","5",",0","0",",0","0",",0","2",",0","0",",0","0",",0","15",",0","0",",0","0",",0","0",",0","14","","12","","19710629","+,,0","19710601",",,0","19710612",",,0","","","19710630",",,0","19710616",",,0","-2.8",",0,29,+","51",",,0,01,","13",",,0,12,","1.8",",,0,30,","13.3",",0,16,","11851.5","0","469.1",",0","4.7",",,,0","31",",,,0","2.70",",0","5.06",",,,0","0.33",",,,0","90",",X","","","13.0",",X","",""
"USW00027401","1971-07","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0","1,0","9",",0","7",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0","1,0","0","1,0","0","1,0","23","","17","","19710702",",,0","19710731","+,,0","19710731",",,0","","","19710728",",,0","19710727",",1,0","-1.7",",0,02,","0",",,0,31,+","0",",T,0,31,","41.7",",,0,28,","18.3","1,0,27,","365.7","0","365.7","1,0","76.6",",,,0","0",",T,,0","6.10","1,0","9.29","1,,,0","2.91",",,,0","90",",X","","","14.8",",X","",""
"USW00027401","1971-08","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","19",",0","2",",0","0",",0","0",",0","24","","16","","19710812",",,0","19710831","+,,0","19710831","+,,0","","","19710802",",,0","19710817",",,0","-4.4",",0,12,","0",",T,0,31,+","0",",T,0,31,+","4.1",",,0,02,","16.1",",0,17,","871.9","0","506.2",",0","10.7",",,,0","0",",T,,0","2.00",",0","4.40",",,,0","-0.39",",,,0","270",",X","","","11.6",",X","",""
"USW00027401","1971-09","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0","1,0","11",",0","4",",0","0",",0","18",",0","3",",0","0",",0","28",",0","8","1,0","0","1,0","0","1,0","20","","13","","19710910",",,0","19710907","+,,0","19710904",",,0","","","19710905",",,0","19710925","+,1,0","-11.1",",0,10,","279",",,0,07,+","160",",,0,04,","6.9",",,0,05,","6.1","1,0,25,+","1424.9","0","553.0","1,0","23.2",",,,0","356",",,,0","-0.78","1,0","1.48","1,,,0","-3.04",",,,0","90",",X","","","15.6",",X","",""
"USW00027401","1971-10","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","14",",0","5",",0","0",",0","31",",0","6",",0","10",",0","31",",0","31",",0","0",",0","0",",0","9","","4","","19711021",",,0","19711020","+,,0","19711002",",,0","","","19711002",",,0","19711006","+,,0","-28.3",",0,21,","381",",,0,20,+","226",",,0,02,","13.5",",,0,02,","-1.7",",0,06,+","2346.3","0","921.4",",0","30.5",",,,0","510",",,,0","-11.39",",0","-7.61",",,,0","-15.17",",,,0","260",",X","","","14.8",",X","",""
"USW00027401","1971-11","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","12",",0","2",",0","0",",0","30",",0","5",",0","17",",0","30",",0","30",",0","0",",0","0",",0","5","","3","","19711129",",,0","19711130","+,,0","19711111",",,0","","","19711111",",,0","19711103",",,0","-32.8",",0,29,","508",",,0,30,+","64",",,0,11,","6.4",",,0,11,","-5.6",",0,03,","3418.5","0","1072.2",",0","16.5",",,,0","284",",,,0","-17.41",",0","-14.29",",,,0","-20.52",",,,0","110",",X","","","23.7",",X","",""
"USW00027401","1971-12","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","","","","","5",",0","0",",0","0",",0","31",",0","2",",0","","","","","27","4,0","0","4,0","0","4,0","8","","3","","","","19711216","+,,0","19711226",",,0","","","19711218",",,0","19711225",",4,0","","","508",",,0,16,+","38",",,0,26,","2.0",",,0,18,","-2.2","4,0,25,","","","","","5.3",",,,0","88",",,,0","","","-20.56","4,,,0","","","270",",X","","","29.9",",X","",""
"USW00027401","1972-01","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0","1,0","4",",0","1",",0","0",",0","31",",0","2",",0","30","1,0","30","1,0","31",",0","0",",0","0",",0","4","","1","","19720105",",1,0","19720129",",,0","19720127",",,0","","","19720127",",,0","19720129",",,0","-40.0","1,0,05,","508",",,0,29,","86",",,0,27,","6.4",",,0,27,","-5.6",",0,29,","","","1365.1",",0","8.5",",,,0","129",",,,0","-27.08","1,0","-23.50",",,,0","-30.67","1,,,0","280",",X","","","29.9",",X","",""
"USW00027401","1972-02","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","7",",0","0",",0","0",",0","29",",0","0",",0","28",",0","29",",0","29",",0","0",",0","0",",0","9","","2","","19720214",",,0","19720215","+,,0","19720221",",,0","","","19720226",",,0","19720222",",,0","-43.9",",0,14,","457",",,0,15,+","18",",,0,21,","1.3",",,0,26,","-4.4",",0,22,","","","1365.1",",0","4.2",",,,0","55",",,,0","-28.74",",0","-25.14",",,,0","-32.33",",,,0","270",",X","","","27.3",",X","",""
"USW00027401","1972-03","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","4",",0","2",",0","0",",0","31",",0","2",",0","31",",0","31",",0","31",",0","0",",0","0",",0","6","","","","19720324","+,,0","19720331","+,,0","19720323","+,,0","","","19720323",",,0","19720303",",,0","-37.8",",0,24,+","406",",,0,31,+","36",",,0,23,+","3.6",",,0,23,","-14.4",",0,03,","","","1452.6",",0","8.4",",,,0","98",",,,0","-28.53",",0","-25.27",",,,0","-31.78",",,,0","280",",X","","","19.7",",X","",""
"USW00027401","1972-04","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","3",",0","0",",0","0",",0","30",",0","0",",0","29",",0","30",",0","30",",0","0",",0","0",",0","12","","4","","19720401",",,0","19720430","+,,0","19720413",",,0","","","19720413",",,0","19720429",",,0","-34.4",",0,01,","406",",,0,30,+","10",",,0,13,","1.0",",,0,13,","-6.7",",0,29,","","","1159.3",",0","1.8",",,,0","18",",,,0","-20.31",",0","-16.30",",,,0","-24.33",",,,0","80",",X","","","20.1",",X","",""
"USW00027401","1972-05","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","7",",0","1",",0","0",",0","31",",0","1",",0","2",",0","31",",0","23",",0","0",",0","0",",0","19","","2","","19720515","+,,0","19720506","+,,0","19720513",",,0","","","19720513",",,0","19720528","+,,0","-19.4",",0,15,+","406",",,0,06,+","46",",,0,13,","4.6",",,0,13,","2.2",",0,28,+","","","796.1",",0","11.6",",,,0","108",",,,0","-7.35",",0","-3.80",",,,0","-10.90",",,,0","100",",X","","","14.3",",X","",""
