"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00026501","1961-01","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","7",",X","3",",X","0",",X","31",",X","2",",X","22",",X","31",",X","28",",X","0",",X","0",",X","10","","","","19610109",",,X","19610103",",,X","19610102",",,X","","","19610102",",,X","19610120",",,X","-37.2",",X,09,","381",",,X,03,","48",",,X,02,","4.8",",,X,02,","4.4",",X,20,","4489.5","X","1138.9",",X","15.1",",,,X","113",",,,X","-18.40",",X","-14.01",",,,X","-22.80",",,,X","","","","","90",",X","","","","","21.1",",X"
"USW00026501","1961-02","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","6",",X","2",",X","0",",X","28",",X","2",",X","27",",X","28",",X","28",",X","0",",X","0",",X","7","","","","19610213",",,X","19610228","+,,X","19610207",",,X","","","19610207",",,X","19610206",",,X","-38.3",",X,13,","406",",,X,28,+","41",",,X,07,","4.1",",,X,07,","-11.7",",X,06,","5663.6","X","1174.1",",X","12.1",",,,X","121",",,,X","-23.60",",X","-18.17",",,,X","-29.03",",,,X","","","","","23",",X","","","","","13.9",",X"
"USW00026501","1961-03","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","5",",X","0",",X","0",",X","31",",X","0",",X","23",",X","31",",X","29",",X","0",",X","0",",X","4","","","","19610313",",,X","19610317","+,,X","19610320",",,X","","","19610320",",,X","19610330",",,X","-39.4",",X,13,","406",",,X,17,+","20",",,X,20,","2.0",",,X,20,","2.2",",X,30,","6839.4","X","1175.8",",X","3.8",",,,X","38",",,,X","-19.60",",X","-13.28",",,,X","-25.92",",,,X","","","","","90",",X","","","","","18.5",",X"
"USW00026501","1961-04","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","19",",X","11",",X","0",",X","30",",X","10",",X","9",",X","29",",X","22",",X","0",",X","0",",X","13","","","","19610408",",,X","19610415","+,,X","19610411",",,X","","","19610411",",,X","19610430",",,X","-25.6",",X,08,","559",",,X,15,+","107",",,X,11,","10.7",",,X,11,","6.7",",X,30,","7603.6","X","764.2",",X","73.1",",,,X","703",",,,X","-7.14",",X","-1.65",",,,X","-12.63",",,,X","","","","","90",",X","","","","","18.0",",X"
"USW00026501","1961-05","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","8",",X","3",",X","0",",X","0",",X","0",",X","0",",X","8",",X","0",",X","0",",X","0",",X","3","","","","19610503",",,X","19610504","+,,X","19610521","+,,X","1","","19610526",",,X","19610530","+,,X","-3.3",",X,03,","0",",T,X,04,+","0",",T,X,21,+","9.9",",,X,26,","20.6",",X,30,+","7898.0","X","294.4",",X","26.1",",,,X","0",",T,,X","8.84",",X","14.50",",,,X","3.17",",,,X","","","","","158",",X","","","","","15.4",",X"
"USW00026501","1961-06","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","11",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","2",",X","0",",X","","","","","19610626","+,,X","19610630","+,,X","19610630","+,,X","2","","19610606",",,X","19610612",",,X","6.1",",X,26,+","0",",,X,30,+","0",",,X,30,+","9.4",",,X,06,","23.3",",X,12,","8056.1","X","158.1",",X","30.7",",,,X","0",",,,X","13.06",",X","17.39",",,,X","8.73",",,,X","","","","","180",",X","","","","","13.4",",X"
"USW00026501","1961-07","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","3.1","X","3.1",",X","13",",X","6",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","6",",X","0",",X","5","","","","19610704","+,,X","19610731","+,,X","19610731","+,,X","1","","19610701",",,X","19610710",",,X","5.6",",X,04,+","0",",,X,31,+","0",",,X,31,+","18.0",",,X,01,","27.8",",X,10,","143.5","X","143.5",",X","54.4",",,,X","0",",,,X","13.80",",X","17.93",",,,X","9.68",",,,X","","","","","203","1,X","","","","","13.9","1,X"
"USW00026501","1961-08","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","3.1","X","0.0",",X","11",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","1",",X","0",",X","3","","","","19610831","+,,X","19610831","+,,X","19610831","+,,X","","","19610819",",,X","19610815",",,X","3.3",",X,31,+","0",",,X,31,+","0",",,X,31,+","5.6",",,X,19,","21.1",",X,15,","325.5","X","182.0",",X","23.1",",,,X","0",",,,X","12.46",",X","16.79",",,,X","8.13",",,,X","","","","","180",",X","","","","","12.9",",X"
"USW00026501","1961-09","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","3.1","X","0.0",",X","21",",X","7",",X","0",",X","0",",X","0",",X","0",",X","3",",X","0",",X","0",",X","0",",X","9","","","","19610930",",,X","19610930","+,,X","19610930",",,X","","","19610911",",,X","19610901",",,X","-3.9",",X,30,","0",",,X,30,+","0",",T,X,30,","9.4",",,X,11,","16.1",",X,01,","667.0","X","341.5",",X","45.8",",,,X","0",",T,,X","6.95",",X","10.09",",,,X","3.81",",,,X","","","","","203",",X","","","","","15.9",",X"
"USW00026501","1961-10","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","3.1","X","0.0",",X","15",",X","5",",X","0",",X","19",",X","4",",X","4",",X","29",",X","21",",X","0",",X","0",",X","13","","","","19611015",",,X","19611018",",,X","19611016",",,X","","","19611016",",,X","19611019",",,X","-21.1",",X,15,","203",",,X,18,","170",",,X,16,","17.0",",,X,16,","5.6",",X,19,","1425.6","X","758.6",",X","47.9",",,,X","433",",,,X","-6.14",",X","-3.36",",,,X","-8.91",",,,X","","","","","158",",X","","","","","14.9",",X"
"USW00026501","1961-11","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","3.1","X","0.0",",X","14",",X","7",",X","0",",X","29",",X","7",",X","17",",X","30",",X","29",",X","0",",X","0",",X","6","","","","19611125",",,X","19611126","+,,X","19611114",",,X","","","19611114",",,X","19611115",",,X","-41.7",",X,25,","356",",,X,26,+","152",",,X,14,","15.2",",,X,14,","1.7",",X,15,","2499.0","X","1073.4",",X","52.4",",,,X","524",",,,X","-17.45",",X","-13.68",",,,X","-21.21",",,,X","","","","","90",",X","","","","","14.9",",X"
"USW00026501","1961-12","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","3.1","X","0.0",",X","8",",X","5",",X","0",",X","31",",X","5",",X","27",",X","31",",X","30",",X","0",",X","0",",X","16","","","","19611229","+,,X","19611210",",,X","19611230",",,X","","","19611230",",,X","19611211",",,X","-52.2",",X,29,+","330",",,X,10,","84",",,X,30,","8.1",",,X,30,","1.7",",X,11,","4047.3","X","1548.3",",X","24.2",",,,X","240",",,,X","-31.61",",X","-27.67",",,,X","-35.55",",,,X","","","","","90",",X","","","","","14.9",",X"
"USW00026501","1962-01","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","11",",X","3",",X","0",",X","31",",X","3",",X","25",",X","31",",X","30",",X","0",",X","0",",X","14","","","","19620127",",,X","19620131","+,,X","19620121",",,X","","","19620121",",,X","19620121",",,X","-47.8",",X,27,","381",",,X,31,+","71",",,X,21,","7.9",",,X,21,","1.7",",X,21,","5357.3","X","1310.0",",X","27.7",",,,X","269",",,,X","-23.92",",X","-18.51",",,,X","-29.34",",,,X","","","","","225",",X","","","","","18.5",",X"
"USW00026501","1962-02","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","13",",X","1",",X","0",",X","28",",X","1",",X","11",",X","28",",X","26",",X","0",",X","0",",X","12","","","","19620203","+,,X","19620228","+,,X","19620225",",,X","","","19620225",",,X","19620219",",,X","-37.2",",X,03,+","457",",,X,28,+","58",",,X,25,","5.8",",,X,25,","1.7",",X,19,","6239.1","X","881.8",",X","15.1",",,,X","151",",,,X","-13.16",",X","-9.33",",,,X","-16.99",",,,X","","","","","113",",X","","","","","14.9",",X"
"USW00026501","1962-03","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","15",",X","4",",X","0",",X","31",",X","4",",X","14",",X","31",",X","26",",X","0",",X","0",",X","5","","","","19620325",",,X","19620319","+,,X","19620318",",,X","","","19620318",",,X","19620331",",,X","-37.2",",X,25,","559",",,X,19,+","53",",,X,18,","5.3",",,X,18,","5.0",",X,31,","7213.5","X","974.4",",X","28.7",",,,X","287",",,,X","-13.10",",X","-7.05",",,,X","-19.14",",,,X","","","","","158",",X","","","","","13.4",",X"
"USW00026501","1962-04","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","9",",X","4",",X","0",",X","30",",X","4",",X","6",",X","30",",X","17",",X","0",",X","0",",X","3","","","","19620412",",,X","19620401",",,X","19620427",",,X","","","19620427",",,X","19620402","+,,X","-25.6",",X,12,","457",",,X,01,","79",",,X,27,","7.9",",,X,27,","7.2",",X,02,+","7951.6","X","738.1",",X","26.7",",,,X","267",",,,X","-6.27",",X","-0.89",",,,X","-11.65",",,,X","","","","","225",",X","","","","","16.4",",X"
"USW00026501","1962-05","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","13",",X","4",",X","0",",X","10",",X","0",",X","0",",X","11",",X","0",",X","0",",X","0",",X","","","","","19620502",",,X","19620502","+,,X","19620517","+,,X","","","19620519",",,X","19620531",",,X","-13.9",",X,02,","381",",,X,02,+","0",",T,X,17,+","5.3",",,X,19,","18.3",",X,31,","8377.1","X","425.5",",X","21.3",",,,X","0",",T,,X","4.61",",X","8.64",",,,X","0.57",",,,X","","","","","113",",X","","","","","11.8",",X"
"USW00026501","1962-06","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","7.6","X","7.6",",X","9",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","10",",X","0",",X","2","","","","19620603","+,,X","19620630","+,,X","19620602",",,X","","","19620624",",,X","19620619",",,X","2.8",",X,03,+","0",",,X,30,+","3",",,X,02,","15.5",",,X,24,","27.8",",X,19,","8541.2","X","164.1",",X","34.6",",,,X","3",",,,X","13.12",",X","17.47",",,,X","8.77",",,,X","","","","","180",",X","","","","","11.8",",X"
"USW00026501","1962-07","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","25.4","X","17.8",",X","8",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","20",",X","0",",X","2","","","","19620722","+,,X","19620731","+,,X","19620731","+,,X","","","19620710",",,X","19620702",",,X","8.9",",X,22,+","0",",,X,31,+","0",",,X,31,+","21.8",",,X,10,","28.3",",X,02,","43.3","X","43.3",",X","40.7",",,,X","0",",,,X","17.51",",X","22.13",",,,X","12.89",",,,X","","","","","68","1,X","","","","","10.8","1,X"
"USW00026501","1962-08","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","27.4","X","2.0",",X","17",",X","10",",X","0",",X","0",",X","0",",X","0",",X","1",",X","0",",X","6",",X","0",",X","5","","","","19620831",",,X","19620831","+,,X","19620830",",,X","4","","19620821",",,X","19620801",",,X","0.0",",X,31,","0",",,X,31,+","0",",T,X,30,","12.4",",,X,21,","26.7",",X,01,","193.9","X","150.6",",X","67.6",",,,X","0",",T,,X","13.54",",X","17.38",",,,X","9.70",",,,X","","","","","270",",X","","","","","15.9",",X"
"USW00026501","1962-09","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","27.4","X","0.0",",X","12",",X","4",",X","0",",X","0",",X","1",",X","0",",X","9",",X","0",",X","0",",X","0",",X","3","","","","19620916",",,X","19620914","+,,X","19620911",",,X","","","19620901",",,X","19620902",",,X","-5.6",",X,16,","0",",T,X,14,+","25",",,X,11,","24.6",",,X,01,","17.2",",X,02,","569.8","X","375.9",",X","58.3",",,,X","25",",,,X","5.80",",X","9.17",",,,X","2.44",",,,X","","","","","","","","","","","",""
"USW00026501","1962-10","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","27.4","X","0.0",",X","16",",X","3",",X","0",",X","15",",X","2",",X","2",",X","29",",X","19",",X","0",",X","0",",X","17","","","","19621029",",,X","19621031","+,,X","19621018",",,X","","","19621002",",,X","19621008",",,X","-19.4",",X,29,","152",",,X,31,+","46",",,X,18,","5.8",",,X,02,","6.7",",X,08,","1240.4","X","670.6",",X","24.7",",,,X","189",",,,X","-3.30",",X","-0.15",",,,X","-6.45",",,,X","","","","","","","","","","","",""
"USW00026501","1962-11","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","27.4","X","0.0",",X","12",",X","2",",X","0",",X","30",",X","2",",X","17",",X","30",",X","30",",X","0",",X","0",",X","10","","","","19621125",",,X","19621124","+,,X","19621104",",,X","","","19621104",",,X","19621105",",,X","-35.0",",X,25,","203",",,X,24,+","51",",,X,04,","5.1",",,X,04,","-0.6",",X,05,","2300.8","X","1060.4",",X","14.6",",,,X","147",",,,X","-17.02",",X","-13.44",",,,X","-20.59",",,,X","","","","","","","","","","","",""
"USW00026501","1962-12","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","27.4","X","0.0",",X","12",",X","3",",X","0",",X","29","2,X","3","1,X","23",",X","31",",X","31",",X","0",",X","0",",X","11","","","","19621207",",,X","19621226","+,2,X","19621210",",1,X","","","19621210",",,X","19621212",",,X","-39.4",",X,07,","330","2,,X,26,+","41","1,,X,10,","4.1",",,X,10,","-3.9",",X,12,","3527.5","X","1226.7",",X","18.9",",,,X","189","1,,,X","-21.24",",X","-17.37",",,,X","-25.11",",,,X","","","","","45",",X","","","","","14.9",",X"
"USW00026501","1963-01","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","13",",X","5",",X","0",",X","31",",X","5",",X","14",",X","31",",X","30",",X","0",",X","0",",X","14","","","","19630108","+,,X","19630125","+,,X","19630122",",,X","","","19630122",",,X","19630120",",,X","-40.6",",X,08,+","584",",,X,25,+","216",",,X,22,","21.6",",,X,22,","1.1",",X,20,","4582.9","X","1055.4",",X","54.6",",,,X","511",",,,X","-15.71",",X","-12.64",",,,X","-18.79",",,,X","","","","","","","","","","","",""
"USW00026501","1963-02","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","8",",X","2",",X","0",",X","28",",X","2",",X","19",",X","28",",X","28",",X","0",",X","0",",X","11","","","","19630206",",,X","19630209","+,,X","19630215",",,X","","","19630215",",,X","19630226",",,X","-44.4",",X,06,","508",",,X,09,+","84",",,X,15,","8.4",",,X,15,","-1.1",",X,26,","5602.8","X","1019.9",",X","19.0",",,,X","190",",,,X","-18.09",",X","-13.38",",,,X","-22.81",",,,X","","","","","","","","","","","",""
"USW00026501","1963-03","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","15",",X","8",",X","0",",X","31",",X","8",",X","24",",X","30",",X","26",",X","0",",X","0",",X","14","","","","19630313",",,X","19630311","+,,X","19630304",",,X","","","19630304",",,X","19630325","+,,X","-35.6",",X,13,","635",",,X,11,+","145",",,X,04,","14.5",",,X,04,","3.3",",X,25,+","6701.5","X","1098.7",",X","51.8",",,,X","494",",,,X","-17.11",",X","-10.45",",,,X","-23.76",",,,X","","","","","","","","","","","",""
"USW00026501","1963-04","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","15",",X","8",",X","0",",X","30",",X","8",",X","7",",X","29",",X","16",",X","0",",X","0",",X","10","","","","19630411","+,,X","19630425","+,,X","19630430",",,X","","","19630430",",,X","19630429","+,,X","-23.9",",X,11,+","508",",,X,25,+","58",",,X,30,","5.8",",,X,30,","9.4",",X,29,+","7433.7","X","732.2",",X","40.2",",,,X","402",",,,X","-6.08",",X","-1.20",",,,X","-10.95",",,,X","","","","","135","3,X","","","","","14.9","3,X"
"USW00026501","1963-05","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","4",",X","1",",X","0",",X","11",",X","0",",X","0",",X","9",",X","0",",X","4",",X","0",",X","2","","","","19630503",",,X","19630502","+,,X","19630501",",,X","","","19630506",",,X","19630528","+,,X","-7.2",",X,03,","279",",,X,02,+","8",",,X,01,","2.5",",,X,06,","23.9",",X,28,+","7768.6","X","334.9",",X","4.9",",,,X","11",",,,X","7.53",",X","12.11",",,,X","2.95",",,,X","","","","","180",",X","","","","","15.4",",X"
"USW00026501","1963-06","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","14",",X","9",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","2",",X","0",",X","5","","","","19630606",",,X","19630630","+,,X","19630606",",,X","3","","19630611",",,X","19630614",",,X","1.1",",X,06,","0",",,X,30,+","0",",T,X,06,","17.3",",,X,11,","22.2",",X,14,","7964.8","X","196.2",",X","65.9",",,,X","0",",T,,X","11.79",",X","16.17",",,,X","7.42",",,,X","","","","","180",",X","","","","","13.9",",X"
"USW00026501","1963-07","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","8.3","X","8.3",",X","14",",X","11",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","7",",X","0",",X","10","","","","19630705","+,,X","19630731","+,,X","19630731","+,,X","","","19630716",",,X","19630708",",,X","6.7",",X,05,+","0",",,X,31,+","0",",,X,31,+","15.7",",,X,16,","26.7",",X,08,","131.2","X","131.2",",X","95.2",",,,X","0",",,,X","14.37",",X","18.02",",,,X","10.72",",,,X","","","","","225",",X","","","","","12.9",",X"
"USW00026501","1963-08","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","8.9","X","0.6",",X","21",",X","14",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","4",",X","0",",X","11","","","","19630827",",,X","19630831","+,,X","19630831","+,,X","","","19630816",",,X","19630814","+,,X","3.3",",X,27,","0",",,X,31,+","0",",,X,31,+","25.9",",,X,16,","25.0",",X,14,+","342.8","X","211.6",",X","121.6",",,,X","0",",,,X","11.53",",X","14.67",",,,X","8.38",",,,X","","","","","225",",X","","","","","15.4",",X"
"USW00026501","1963-09","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","8.9","X","0.0",",X","5",",X","2",",X","0",",X","0",",X","0",",X","0",",X","9",",X","0",",X","1",",X","0",",X","3","","","","19630923",",,X","19630930","+,,X","19630926",",,X","","","19630926",",,X","19630901",",,X","-3.9",",X,23,","0",",,X,30,+","0",",T,X,26,","3.8",",,X,26,","21.7",",X,01,","670.8","X","328.0",",X","8.4",",,,X","0",",T,,X","7.40",",X","12.15",",,,X","2.65",",,,X","","","","","90",",X","","","","","12.9",",X"
"USW00026501","1963-10","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","8.9","X","0.0",",X","13",",X","7",",X","0",",X","17",",X","4",",X","8",",X","26",",X","22",",X","0",",X","0",",X","11","","","","19631029",",,X","19631028","+,,X","19631014",",,X","","","19631006",",,X","19631003",",,X","-24.4",",X,29,","330",",,X,28,+","109",",,X,14,","16.5",",,X,06,","10.0",",X,03,","1431.7","X","760.9",",X","60.8",",,,X","343",",,,X","-6.21",",X","-2.47",",,,X","-9.95",",,,X","","","","","113",",X","","","","","15.9",",X"
"USW00026501","1963-11","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","8.9","X","0.0",",X","4",",X","0",",X","0",",X","30",",X","0",",X","26",",X","30",",X","30",",X","0",",X","0",",X","4","","","","19631124","+,,X","19631101",",,X","19631108",",,X","","","19631108",",,X","19631113",",,X","-37.8",",X,24,+","279",",,X,01,","8",",,X,08,","0.8",",,X,08,","-7.2",",X,13,","2686.1","X","1254.4",",X","2.1",",,,X","21",",,,X","-23.48",",X","-20.18",",,,X","-26.78",",,,X","","","","","315",",X","","","","","11.8",",X"
"USW00026501","1963-12","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","8.9","X","0.0",",X","9",",X","4",",X","0",",X","31",",X","4",",X","28",",X","31",",X","30",",X","0",",X","0",",X","5","","","","19631206","+,,X","19631214","+,,X","19631203",",,X","","","19631203",",,X","19631209",",,X","-36.1",",X,06,+","483",",,X,14,+","89",",,X,03,","8.9",",,X,03,","2.8",",X,09,","3849.6","X","1163.5",",X","35.9",",,,X","367",",,,X","-19.20",",X","-13.78",",,,X","-24.62",",,,X","","","","","90","1,X","","","","","17.0","1,X"
"USW00026501","1964-01","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0","2,X","10",",X","3",",X","0",",X","31",",X","3",",X","27","1,X","30","1,X","30","1,X","0","1,X","0","1,X","8","","","","19640120",",1,X","19640131",",,X","19640131",",,X","","","19640131",",,X","19640102",",1,X","-41.7","1,X,20,","432",",,X,31,","53",",,X,31,","5.1",",,X,31,","-12.2","1,X,02,","5128.7","X","1279.1","1,X","20.8",",,,X","209",",,,X","-25.78","2,X","-21.61","1,,,X","-29.95","1,,,X","","","","","110",",X","","","","","10.8",",X"
"USW00026501","1964-02","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0","2,X","17",",X","8",",X","0",",X","29",",X","9",",X","20","1,X","28","1,X","27","1,X","0","1,X","0","1,X","11","","","","19640214","+,1,X","19640208",",,X","19640205",",,X","","","19640205",",,X","19640206",",1,X","-43.9","1,X,14,+","940",",,X,08,","198",",,X,05,","22.4",",,X,05,","0.6","1,X,06,","6205.6","X","1076.9","1,X","78.4",",,,X","789",",,,X","-21.69","2,X","-16.70","1,,,X","-26.69","1,,,X","","","","","110",",X","","","","","12.9",",X"
"USW00026501","1964-03","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","10",",X","6",",X","0",",X","31",",X","6",",X","24",",X","31",",X","31",",X","0",",X","0",",X","5","","","","19640314",",,X","19640309","+,,X","19640303",",,X","","","19640303",",,X","19640328",",,X","-46.1",",X,14,","1067",",,X,09,+","94",",,X,03,","11.2",",,X,03,","-4.4",",X,28,","7414.9","X","1209.3",",X","46.6",",,,X","438",",,,X","-20.68",",X","-13.56",",,,X","-27.79",",,,X","","","","","80",",X","","","","","12.3",",X"
"USW00026501","1964-04","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","14",",X","7",",X","0",",X","30",",X","6",",X","7",",X","30",",X","17",",X","0",",X","0",",X","9","","","","19640403",",,X","19640408","+,,X","19640404",",,X","","","19640404",",,X","19640429","+,,X","-37.2",",X,03,","940",",,X,08,+","61",",,X,04,","5.8",",,X,04,","3.9",",X,29,+","8191.1","X","776.2",",X","33.3",",,,X","322",",,,X","-7.54",",X","-2.72",",,,X","-12.36",",,,X","","","","","240",",X","","","","","12.9",",X"
"USW00026501","1964-05","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","8",",X","1",",X","0",",X","13",",X","1",",X","0",",X","21",",X","2",",X","0",",X","0",",X","2","","","","19640510","+,,X","19640501",",,X","19640515",",,X","","","19640515",",,X","19640531",",,X","-12.2",",X,10,+","203",",,X,01,","25",",,X,15,","2.8",",,X,15,","19.4",",X,31,","8696.5","X","505.4",",X","9.6",",,,X","74",",,,X","2.03",",X","6.39",",,,X","-2.33",",,,X","","","","","210","2,X","","","","","17.5","2,X"
"USW00026501","1964-06","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","1.7","X","1.7",",X","8",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","12",",X","0",",X","1","","","","19640606","+,,X","19640630","+,,X","19640630","+,,X","1","","19640620",",,X","19640617",",,X","4.4",",X,06,+","0",",,X,30,+","0",",,X,30,+","11.7",",,X,20,","26.7",",X,17,","8807.3","X","110.8",",X","37.2",",,,X","0",",,,X","14.70",",X","19.83",",,,X","9.56",",,,X","","","","","","","","","","","",""
"USW00026501","1964-07","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","4.5","X","2.8",",X","10",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","20",",X","0",",X","","","","","19640719",",,X","19640731","+,,X","19640731","+,,X","3","","19640724",",,X","19640728",",,X","6.7",",X,19,","0",",,X,31,+","0",",,X,31,+","15.5",",,X,24,","25.0",",X,28,","56.4","X","56.4",",X","53.3",",,,X","0",",,,X","16.60",",X","20.86",",,,X","12.35",",,,X","","","","","10",",X","","","","","10.8",",X"
"USW00026501","1964-08","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","4.8","X","0.3",",X","16",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","5",",X","0",",X","2","","","","19640829",",,X","19640831","+,,X","19640831","+,,X","1","","19640815",",,X","19640812",",,X","6.7",",X,29,","0",",,X,31,+","0",",,X,31,+","5.8",",,X,15,","25.0",",X,12,","204.4","X","148.0",",X","30.3",",,,X","0",",,,X","13.57",",X","17.40",",,,X","9.74",",,,X","","","","","230",",X","","","","","19.0",",X"
"USW00026501","1964-09","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","4.8","X","0.0",",X","10",",X","3",",X","0",",X","0",",X","0",",X","0",",X","5",",X","0",",X","0",",X","0",",X","6","","","","19640916",",,X","19640930","+,,X","19640930","+,,X","","","19640926",",,X","19640912",",,X","-3.9",",X,16,","0",",,X,30,+","0",",,X,30,+","4.3",",,X,26,","18.3",",X,12,","537.2","X","332.8",",X","16.1",",,,X","0",",,,X","7.24",",X","11.24",",,,X","3.24",",,,X","","","","","200",",X","","","","","16.4",",X"
"USW00026501","1964-10","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","4.8","X","0.0",",X","9",",X","6",",X","0",",X","9",",X","4",",X","0",",X","26",",X","13",",X","0",",X","0",",X","10","","","","19641031",",,X","19641031","+,,X","19641027",",,X","","","19641028",",,X","19641005",",,X","-16.7",",X,31,","203",",,X,31,+","61",",,X,27,","14.5",",,X,28,","7.8",",X,05,","1171.1","X","633.9",",X","43.3",",,,X","201",",,,X","-2.11",",X","0.27",",,,X","-4.50",",,,X","","","","","120","1,X","","","","","13.4","1,X"
