"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USC00507442","1952-09","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","","","2","4,0","1","4,0","0","4,0","0","4,","","","","","","","","","","","","","9","","","","","","19520930","+,4,0","","","","","19520913",",4,0","","","","","0","4,,0,30,+","","","6.6","4,,0,13,","","","","","","","6.9","4,,,0","","","","","","","","","","","","","","","",""
"USC00507442","1952-10","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","0.0",",0","5",",0","1",",0","0",",0","12",",","","","2",",0","31",",0","24",",0","0",",0","0",",0","12","","","","19521031",",,0","19521031","+,,0","","","","","19521021",",,0","19521005",",,0","-22.2",",0,31,","76",",,0,31,+","","","3.3",",,0,21,","3.3",",0,05,","","","737.3",",0","7.8",",,,0","","","-5.45",",0","-2.51",",,,0","-8.39",",,,0","","","","","","","",""
"USC00507442","1952-11","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","0.0",",0","1",",0","0",",0","0",",0","30",",0","0",",0","14",",0","30",",0","30",",0","0",",0","0",",0","18","","","","19521128",",,0","19521130","+,,0","19521118",",,0","","","19521118",",,0","19521123",",,0","-27.2",",0,28,","102",",,0,30,+","20",",,0,18,","1.5",",,0,18,","0.0",",0,23,","","","969.8",",0","1.5",",,,0","20",",,,0","-14.00",",0","-10.76",",,,0","-17.23",",,,0","","","","","","","",""
"USC00507442","1952-12","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","0.0",",0","1",",0","0",",0","0",",0","31",",0","0",",0","31",",0","31",",0","31",",0","0",",0","0",",0","20","","","","19521204","+,,0","19521231","+,,0","19521215",",,0","","","19521215",",,0","19521201",",,0","-36.1",",0,04,+","127",",,0,31,+","20",",,0,15,","1.5",",,0,15,","-15.0",",0,01,","","","1319.4",",0","1.5",",,,0","20",",,,0","-24.23",",0","-20.67",",,,0","-27.78",",,,0","","","","","","","",""
"USC00507442","1953-01","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","1",",0","0",",0","0",",0","31",",0","0",",0","31",",0","31",",0","31",",0","0",",0","0",",0","9","","","","19530121","+,,0","19530131","+,,0","19530128","+,,0","","","19530116",",,0","19530106",",,0","-40.6",",0,21,+","127",",,0,31,+","0",",T,0,28,+","0.5",",,0,16,","-3.9",",0,06,","","","1425.3",",0","0.5",",,,0","0",",T,,0","-27.65",",0","-22.88",",,,0","-32.41",",,,0","","","","","","","",""
"USC00507442","1953-02","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","","","0",",0","0",",0","0",",0","28",",0","0",",0","","","","","28",",0","0",",0","0",",0","9","","","","","","19530228","+,,0","19530225","+,,0","","","19530225","+,,0","19530217","+,,0","","","127",",,0,28,+","0",",T,0,25,+","0.0",",T,0,25,+","-18.3",",0,17,+","","","","","0.0",",T,,0","0",",T,,0","","","-26.56",",,,0","","","","","","","","","",""
"USC00507442","1953-03","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","","","1",",0","0",",0","0",",0","31",",","","","","","","","31",",0","0",",0","0",",0","9","","","","","","19530331","+,,0","","","","","19530312",",,0","19530313",",,0","","","152",",,0,31,+","","","0.3",",,0,12,","-13.9",",0,13,","","","","","0.3",",,,0","","","","","-21.79",",,,0","","","","","","","","","",""
"USC00507442","1953-04","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","","","1",",0","0",",0","0",",0","30",",","","","","","","","30",",0","0",",0","0",",0","11","","","","","","19530430","+,,0","","","","","19530408",",,0","19530410",",,0","","","178",",,0,30,+","","","1.5",",,0,08,","0.0",",0,10,","","","","","1.5",",,,0","","","","","-11.68",",,,0","","","","","","","","","",""
"USC00507442","1953-05","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","","","1",",0","0",",0","0",",0","25",",","","","","","","","19",",0","0",",0","0",",0","10","","","","","","19530514","+,,0","","","","","19530531",",,0","19530531",",,0","","","178",",,0,14,+","","","1.0",",,0,31,","5.6",",0,31,","","","","","1.0",",,,0","","","","","-2.18",",,,0","","","","","","","","","",""
"USC00507442","1953-06","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","0.0",",0","2",",0","0",",0","0",",0","0",",","","","0",",0","9",",0","0",",0","0",",0","0",",0","11","","","","19530608",",,0","19530630","+,,0","","","","","19530628","+,,0","19530612",",,0","-1.1",",0,08,","0",",,0,30,+","","","0.8",",,0,28,+","14.4",",0,12,","","","415.8",",0","1.6",",,,0","","","4.47",",0","7.59",",,,0","1.35",",,,0","","","","","","","",""
"USC00507442","1953-07","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","0.0",",0","10",",0","4",",0","0",",0","0",",","","","0",",0","6",",0","0",",0","0",",0","0",",0","18","","","","19530708","+,,0","19530731","+,,0","","","","","19530702",",,0","19530731",",,0","-1.7",",0,08,+","0",",,0,31,+","","","11.9",",,0,02,","18.9",",0,31,","365.8","0","365.8",",0","36.0",",,,0","","","6.53",",0","9.76",",,,0","3.30",",,,0","","","","","","","",""
"USC00507442","1953-08","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","","","13",",0","5",",0","0",",0","0",",","","","0",",0","7",",0","","","","","","","14","","","","19530829","+,,0","19530831","+,,0","","","","","19530801",",,0","","","-2.2",",0,29,+","0",",,0,31,+","","","9.4",",,0,01,","","","","","","","38.1",",,,0","","","","","","","1.96",",,,0","","","","","","","",""
"USC00507442","1953-09","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","0.0",",0","12",",0","3",",0","0",",0","2",",","","","0",",0","21",",0","2",",0","0",",0","0",",0","9","","","","19530907",",,0","19530906","+,,0","","","","","19530903",",,0","19530910",",,0","-5.0",",0,07,","25",",,0,06,+","","","4.6",",,0,03,","13.9",",0,10,","","","491.0",",0","18.0",",,,0","","","1.97",",0","4.55",",,,0","-0.62",",,,0","","","","","","","",""
"USC00507442","1953-10","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","0.0",",0","4",",0","0",",0","0",",0","30",",","","","5",",0","31",",0","31",",0","0",",0","0",",0","16","","","","19531030",",,0","19531031",",,0","","","","","19531002",",,0","19531007",",,0","-28.3",",0,30,","51",",,0,31,","","","1.3",",,0,02,","-1.7",",0,07,","","","884.5",",0","3.4",",,,0","","","-10.20",",0","-7.98",",,,0","-12.41",",,,0","","","","","","","",""
"USC00507442","1953-11","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","0.0","2,0","6",",0","0",",0","0",",0","30",",","","","22",",0","30",",0","28","2,0","0","2,0","0","2,0","21","","","","19531129",",,0","19531130","+,,0","","","","","19531115",",,0","19531109","+,2,0","-30.6",",0,29,","127",",,0,30,+","","","1.5",",,0,15,","-0.6","2,0,09,+","","","970.0","2,0","5.0",",,,0","","","-16.59","2,0","-12.60","2,,,0","-20.57",",,,0","","","","","","","",""
"USC00507442","1953-12","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","0.0",",0","2",",0","0",",0","0",",0","31",",","","","31",",0","31",",0","31",",0","0",",0","0",",0","16","","","","19531219","+,,0","19531231","+,,0","","","","","19531212",",,0","19531224","+,,0","-39.4",",0,19,+","152",",,0,31,+","","","0.8",",,0,12,","-17.2",",0,24,+","","","1420.2",",0","1.1",",,,0","","","-27.48",",0","-24.98",",,,0","-29.98",",,,0","","","","","","","",""
"USC00507442","1954-01","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","6",",0","1",",0","0",",0","31",",","","","26",",0","31",",0","31",",0","0",",0","0",",0","14","","","","19540106",",,0","19540131","+,,0","","","","","19540120",",,0","19540119",",,0","-42.2",",0,06,","178",",,0,31,+","","","7.6",",,0,20,","-3.3",",0,19,","","","1289.9",",0","10.8",",,,0","","","-23.28",",0","-18.56",",,,0","-27.99",",,,0","","","","","","","",""
"USC00507442","1954-02","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","3",",0","0",",0","0",",0","","","","","28",",0","28",",0","28",",0","0",",0","0",",0","14","","","","19540201",",,0","","","","","","","19540219","+,,0","19540208",",,0","-42.2",",0,01,","","","","","0.8",",,0,19,+","-16.7",",0,08,","","","1351.1",",0","1.9",",,,0","","","-29.92",",0","-26.57",",,,0","-33.27",",,,0","","","","","","","",""
"USC00507442","1954-03","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","5",",0","0",",0","0",",0","","","","","23",",0","31",",0","31",",0","0",",0","0",",0","18","","","","19540304",",,0","","","","","","","19540320",",,0","19540330","+,,0","-39.4",",0,04,","","","","","1.3",",,0,20,","-0.6",",0,30,+","","","1236.2",",0","3.6",",,,0","","","-21.55",",0","-16.36",",,,0","-26.73",",,,0","","","","","","","",""
"USC00507442","1954-04","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","1",",0","0",",0","0",",0","","","","","17",",0","29",",0","23",",0","0",",0","0",",0","13","","","","19540414",",,0","","","","","","","19540406",",,0","19540430",",,0","-31.1",",0,14,","","","","","0.3",",,0,06,","4.4",",0,30,","","","939.3",",0","0.3",",,,0","","","-12.98",",0","-7.53",",,,0","-18.43",",,,0","","","","","","","",""
"USC00507442","1954-05","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","1",",0","0",",0","0",",0","","","","","1",",0","31",",0","19",",0","0",",0","0",",0","8","","","","19540514",",,0","","","","","","","19540509",",,0","19540501",",,0","-17.8",",0,14,","","","","","2.3",",,0,09,","4.4",",0,01,","","","727.2",",0","2.3",",,,0","","","-5.13",",0","-1.25",",,,0","-9.00",",,,0","","","","","","","",""
"USC00507442","1954-06","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","5",",0","1",",0","0",",0","1",",","","","0",",0","16",",0","0",",0","0",",0","0",",0","8","","","","19540614","+,,0","19540613",",,0","","","","","19540623",",,0","19540619",",,0","-2.2",",0,14,+","25",",,0,13,","","","2.8",",,0,23,","17.2",",0,19,","","","431.6",",0","7.1",",,,0","","","3.95",",0","7.54",",,,0","0.35",",,,0","","","","","","","",""
"USC00507442","1954-07","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","13",",0","8",",0","0",",0","0",",","","","0",",0","6",",0","0",",0","0",",0","0",",0","16","","","","19540721",",,0","19540731","+,,0","","","","","19540728",",,0","19540724",",,0","-2.2",",0,21,","0",",,0,31,+","","","18.0",",,0,28,","16.7",",0,24,","367.7","0","367.7",",0","70.1",",,,0","","","6.47",",0","10.20",",,,0","2.75",",,,0","","","","","","","",""
"USC00507442","1954-08","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","20",",0","11",",0","0",",0","0",",","","","0",",0","0",",0","0",",0","0",",0","0",",0","12","","","","19540825",",,0","19540831","+,,0","","","","","19540823",",,0","19540810",",,0","2.8",",0,25,","0",",,0,31,+","","","14.7",",,0,23,","20.6",",0,10,","636.8","0","269.1",",0","69.6",",,,0","","","9.65",",0","12.47",",,,0","6.83",",,,0","","","","","","","",""
"USC00507442","1954-09","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","19",",0","5",",0","0",",0","5",",","","","0",",0","11",",0","4",",0","0",",0","0",",0","6","","","","19540925","+,,0","19540925","+,,0","","","","","19540908",",,0","19540913","+,,0","-5.0",",0,25,+","25",",,0,25,+","","","6.1",",,0,08,","11.7",",0,13,+","1070.5","0","433.7",",0","40.2",",,,0","","","3.88",",0","6.04",",,,0","1.71",",,,0","","","","","","","",""
"USC00507442","1954-10","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","7",",0","1",",0","0",",0","26",",","","","1",",0","31",",0","25",",0","0",",0","0",",0","14","","","","19541023",",,0","19541031","+,,0","","","","","19541006",",,0","19541003",",,0","-17.8",",0,23,","102",",,0,31,+","","","2.5",",,0,06,","6.7",",0,03,","1847.0","0","776.5",",0","5.7",",,,0","","","-6.72",",0","-4.58",",,,0","-8.85",",,,0","","","","","","","",""
"USC00507442","1954-11","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","5",",0","1",",0","0",",0","30",",","","","24",",0","30",",0","30",",0","0",",0","0",",0","9","","","","19541113","+,,0","19541130","+,,0","","","","","19541126",",,0","19541102","+,,0","-32.2",",0,13,+","178",",,0,30,+","","","2.8",",,0,26,","-3.3",",0,02,+","2933.6","0","1086.6",",0","5.4",",,,0","","","-17.89",",0","-14.37",",,,0","-21.41",",,,0","","","","","","","",""
"USC00507442","1954-12","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","1",",0","0",",0","0",",0","","","","","31",",0","31",",0","31",",0","0",",0","0",",0","13","","","","19541212","+,,0","","","","","","","19541204",",,0","19541208","+,,0","-37.8",",0,12,+","","","","","0.3",",,0,04,","-13.3",",0,08,+","4305.1","0","1371.5",",0","0.3",",,,0","","","-25.91",",0","-22.36",",,,0","-29.45",",,,0","","","","","","","",""
"USC00507442","1955-01","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","3",",0","0",",0","0",",0","","","0",",0","31",",0","31",",0","31",",0","0",",0","0",",0","19","","","","19550131",",,0","","","19550126","+,,0","","","19550126","+,,0","19550121",",,0","-39.4",",0,31,","","","8",",,0,26,+","0.5",",,0,26,+","-12.8",",0,21,","5631.7","0","1326.6",",0","1.3",",,,0","21",",,,0","-24.46",",0","-21.55",",,,0","-27.37",",,,0","","","","","","","",""
"USC00507442","1955-02","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0","1,0","3",",0","0",",0","0",",0","","","0","2,0","26",",0","28",",0","27","1,0","0","1,0","0","1,0","11","","","","19550220","+,,0","","","19550224",",2,0","","","19550224",",,0","19550225",",1,0","-44.4",",0,20,+","","","10","2,,0,24,","0.5",",,0,24,","-6.1","1,0,25,","6996.2","0","1364.5","1,0","1.1",",,,0","10","2,,,0","-32.27","1,0","-28.20","1,,,0","-36.34",",,,0","","","","","","","",""
"USC00507442","1955-03","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0","1,0","2",",0","0",",0","0",",0","","","0",",0","30","1,0","30","1,0","31",",0","0",",0","0",",0","14","","","","19550314",",1,0","","","19550307",",,0","","","19550307",",,0","19550326","+,,0","-41.1","1,0,14,","","","10",",,0,07,","0.5",",,0,07,","-20.0",",0,26,+","8415.1","0","1418.9",",0","0.8",",,,0","15",",,,0","-29.01","1,0","-25.59",",,,0","-32.42","1,,,0","","","","","","","",""
"USC00507442","1955-04","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","7",",0","0",",0","0",",0","","","0","1,0","22",",0","30",",0","30",",0","0",",0","0",",0","14","","","","19550401",",,0","","","19550418",",1,0","","","19550418",",,0","19550418",",,0","-37.2",",0,01,","","","13","1,,0,18,","1.0",",,0,18,","-4.4",",0,18,","9556.5","0","1141.4",",0","4.1",",,,0","45","1,,,0","-19.72",",0","-14.72",",,,0","-24.71",",,,0","","","","","","","",""
"USC00507442","1955-05","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0","2,0","0",",0","0",",0","0",",0","","","0",",0","11",",0","31",",0","18","2,0","0","2,0","0","2,0","12","","","","19550504",",,0","","","19550529","+,,0","","","19550529","+,,0","19550523",",2,0","-20.6",",0,04,","","","0",",T,0,29,+","0.0",",T,0,29,+","8.3","2,0,23,","10280.6","0","724.1","2,0","0.0",",T,,0","0",",T,,0","-6.65","2,0","-3.04","2,,,0","-10.25",",,,0","","","","","","","",""
"USC00507442","1955-06","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","9",",0","4",",0","0",",0","1","4,0","0",",0","0",",0","20",",0","0",",0","0",",0","0",",0","18","","","","19550620","+,,0","19550602",",4,0","19550620","+,,0","","","19550630",",,0","19550628",",,0","-4.4",",0,20,+","51","4,,0,02,","0",",T,0,20,+","5.8",",,0,30,","12.8",",0,28,","10748.6","0","468.0",",0","18.8",",,,0","0",",T,,0","2.73",",0","5.70",",,,0","-0.24",",,,0","","","","","","","",""
"USC00507442","1955-07","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","2",",0","0",",0","13","","","","19550719",",,0","19550731","+,,0","19550731","+,,0","","","19550704",",,0","19550723",",,0","0.0",",0,19,","0",",,0,31,+","0",",,0,31,+","6.9",",,0,04,","25.6",",0,23,","323.1","0","323.1",",0","23.0",",,,0","0",",,,0","7.91",",0","12.43",",,,0","3.39",",,,0","","","","","","","",""
"USC00507442","1955-08","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00507442","1955-12","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","0.0","2,0","5","2,0","0","2,0","0","2,0","","","","","26","2,0","29","2,0","29","2,0","0","2,0","0","2,0","15","","","","19551231",",2,0","","","","","","","19551214",",2,0","19551221",",2,0","-46.1","2,0,31,","","","","","2.0","2,,0,14,","-3.3","2,0,21,","","","1264.8","2,0","3.7","2,,,0","","","-25.28","2,0","-20.77","2,,,0","-29.79","2,,,0","","","","","","","",""
"USC00507442","1956-01","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0","2,0","6",",0","0",",0","0",",0","31",",","","","28",",0","31",",0","29","2,0","0","2,0","0","2,0","21","","","","19560121",",,0","19560131","+,,0","","","","","19560106",",,0","19560113",",2,0","-48.3",",0,21,","203",",,0,31,+","","","1.0",",,0,06,","-5.0","2,0,13,","","","1265.1","2,0","3.4",",,,0","","","-25.82","2,0","-19.05","2,,,0","-32.59",",,,0","","","","","","","",""
"USC00507442","1956-02","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0","3,0","2",",0","0",",0","0",",0","29",",","","","29",",0","29",",0","26","3,0","0","3,0","0","3,0","19","","","","19560229",",,0","19560229","+,,0","","","","","19560227",",,0","19560221",",3,0","-47.8",",0,29,","203",",,0,29,+","","","1.0",",,0,27,","-13.3","3,0,21,","","","1293.6","3,0","1.5",",,,0","","","-31.88","3,0","-26.90","3,,,0","-36.86",",,,0","","","","","","","",""
"USC00507442","1956-03","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0","1,0","4",",0","0",",0","0",",0","","","","","30","1,0","30","1,0","30","1,0","0","1,0","0","1,0","15","","","","19560301",",1,0","","","","","","","19560312",",,0","19560320",",1,0","-48.3","1,0,01,","","","","","1.0",",,0,12,","-11.1","1,0,20,","","","1342.0","1,0","2.4",",,,0","","","-26.40","1,0","-22.60","1,,,0","-30.20","1,,,0","","","","","","","",""
"USC00507442","1956-04","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","3",",0","0",",0","0",",0","","","","","19",",0","30",",0","23",",0","0",",0","0",",0","17","","","","19560406",",,0","","","","","","","19560411","+,,0","19560428",",,0","-37.2",",0,06,","","","","","0.8",",,0,11,+","3.9",",0,28,","","","1050.6",",0","1.9",",,,0","","","-16.69",",0","-12.59",",,,0","-20.79",",,,0","","","","","","","",""
"USC00507442","1956-05","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","2",",0","0",",0","0",",0","","","","","0",",0","30",",0","15",",0","0",",0","0",",0","5","","","","19560530","+,,0","","","","","","","19560531","+,,0","19560502",",,0","-10.0",",0,30,+","","","","","0.3",",,0,31,+","4.4",",0,02,","","","659.6",",0","0.6",",,,0","","","-2.95",",0","-0.35",",,,0","-5.54",",,,0","","","","","","","",""
"USC00507442","1956-06","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","7",",0","1",",0","0",",0","","","","","0",",0","21",",0","3",",0","0",",0","0",",0","12","","","","19560601",",,0","","","","","","","19560616",",,0","19560613",",,0","-5.0",",0,01,","","","","","3.0",",,0,16,","13.3",",0,13,","","","505.1",",0","5.3",",,,0","","","1.50",",0","4.00",",,,0","-1.01",",,,0","","","","","","","",""
"USC00507442","1956-07","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","11",",0","4",",0","0",",0","0",",","","","0",",0","3",",0","0",",0","0",",0","0",",0","16","","","","19560705",",,0","19560731","+,,0","","","","","19560726",",,0","19560721",",,0","-1.7",",0,05,","0",",,0,31,+","","","10.2",",,0,26,","18.3",",0,21,","377.5","0","377.5",",0","26.8",",,,0","","","6.16",",0","9.32",",,,0","3.00",",,,0","","","","","","","",""
"USC00507442","1956-08","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","11",",0","5",",0","0",",0","0",",","","","0",",0","16",",0","0",",0","0",",0","0",",0","14","","","","19560829",",,0","19560823",",,0","","","1","","19560803",",,0","19560817",",,0","-3.3",",0,29,","0",",T,0,23,","","","15.5",",,0,03,","16.7",",0,17,","846.8","0","469.3",",0","49.9",",,,0","","","3.19",",0","6.18",",,,0","0.20",",,,0","","","","","","","",""
"USC00507442","1956-09","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","15",",0","3",",0","0",",0","10","3,","","","0",",0","16",",0","3",",0","0",",0","0",",0","12","","","","19560930","+,,0","19560930","+,3,0","","","","","19560909",",,0","19560907",",,0","-7.2",",0,30,+","76","3,,0,30,+","","","4.8",",,0,09,","15.6",",0,07,","1324.6","0","477.8",",0","24.7",",,,0","","","2.41",",0","5.15",",,,0","-0.34",",,,0","","","","","","","",""
"USC00507442","1956-10","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0","2,0","7","2,0","0","2,0","0","2,0","","","","","11","2,0","29","2,0","27","2,0","0","2,0","0","2,0","9","","","","19561023",",2,0","","","","","","","19561007",",2,0","19561026",",2,0","-25.0","2,0,23,","","","","","2.3","2,,0,07,","1.7","2,0,26,","2181.4","0","856.8","2,0","7.2","2,,,0","","","-11.21","2,0","-7.38","2,,,0","-15.04","2,,,0","","","","","","","",""
"USC00507442","1956-11","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0","3,0","7","3,0","0","3,0","0","3,0","","","","","24","3,0","27","3,0","27","3,0","0","3,0","0","3,0","5","","","","19561117","+,3,0","","","","","","","19561104",",3,0","19561106","+,3,0","-34.4","3,0,17,+","","","","","1.5","3,,0,04,","-10.0","3,0,06,+","3273.2","0","1091.8","3,0","3.8","3,,,0","","","-22.11","3,0","-18.95","3,,,0","-25.26","3,,,0","","","","","","","",""
"USC00507442","1956-12","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","5",",0","0",",0","0",",0","","","","","26",",0","31",",0","31",",0","0",",0","0",",0","15","","","","19561230",",,0","","","","","","","19561209",",,0","19561204",",,0","-41.7",",0,30,","","","","","0.8",",,0,09,","-4.4",",0,04,","4538.8","0","1265.6",",0","2.6",",,,0","","","-22.49",",0","-18.72",",,,0","-26.26",",,,0","","","","","","","",""
"USC00507442","1957-01","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","6",",0","0",",0","0",",0","","","","","17",",0","31",",0","28",",0","0",",0","0",",0","4","","","","19570106",",,0","","","","","","","19570126",",,0","19570129","+,,0","-43.3",",0,06,","","","","","1.5",",,0,26,","1.7",",0,29,+","5634.8","0","1096.0",",0","4.6",",,,0","","","-17.02",",0","-12.43",",,,0","-21.61",",,,0","","","","","","","",""
"USC00507442","1957-02","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","0",",0","0",",0","0",",0","28",",","","","26",",0","28",",0","27",",0","0",",0","0",",0","11","","","","19570217","+,,0","19570228","+,,0","","","","","19570222","+,,0","19570201",",,0","-47.2",",0,17,+","203",",,0,28,+","","","0.0",",T,0,22,+","0.6",",0,01,","6978.3","0","1343.5",",0","0.0",",T,,0","","","-29.65",",0","-24.94",",,,0","-34.36",",,,0","","","","","","","",""
"USC00507442","1957-03","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","2",",0","0",",0","0",",0","","","","","30",",0","31",",0","31",",0","0",",0","0",",0","15","","","","19570323",",,0","","","","","","","19570318","+,,0","19570303",",,0","-43.3",",0,23,","","","","","0.3",",,0,18,+","-4.4",",0,03,","8403.3","0","1425.0",",0","0.6",",,,0","","","-27.64",",0","-23.37",",,,0","-31.90",",,,0","","","","","","","",""
"USC00507442","1957-04","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","4",",0","0",",0","0",",0","","","","","14",",0","30",",0","24",",0","0",",0","0",",0","7","","","","19570403",",,0","","","","","","","19570417","+,,0","19570412",",,0","-33.3",",0,03,","","","","","0.5",",,0,17,+","4.4",",0,12,","9311.1","0","907.8",",0","1.8",",,,0","","","-11.93",",0","-7.09",",,,0","-16.77",",,,0","","","","","","","",""
"USC00507442","1957-05","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","1",",0","0",",0","0",",0","","","","","3",",0","31",",0","21",",0","0",",0","0",",0","7","","","","19570503",",,0","","","","","","","19570504",",,0","19570522",",,0","-23.3",",0,03,","","","","","0.5",",,0,04,","4.4",",0,22,","10032.8","0","721.7",",0","0.5",",,,0","","","-4.95",",0","-1.85",",,,0","-8.05",",,,0","","","","","","","",""
"USC00507442","1957-06","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00507442","1957-09","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","","","","","","","","","11","2,","","","","","","","","","","","","","9","","","","","","19570930",",2,0","","","","","","","","","","","127","2,,0,30,","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
