"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00003816","1996-11","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","3.4",",X","754.0","0","0.6",",0","11",",0","6",",0","2",",0","0",",0","0",",0","0",",0","14",",0","0",",0","3",",0","0",",0","14","","","","19961128","+,,0","19961130","+,,0","19961109",",,0","2","","19961107",",,0","19961106",",,0","-5.6",",0,28,+","0",",,0,30,+","5",",,0,09,","124.5",",,0,07,","22.8",",0,06,","517.5","0","  16.7",",,,0,3,2","  12.2",",,,0,5,2","368.5",",0","  17.2",",,,0,3,2","  15.0",",,,0,5,2","   7.2",",,,0,3,2","   4.4",",,,0,5,2","   8.3",",,,0,3,2","   5.6",",,,0,5,2","  10.8",",,,0,3,2","   8.4",",,,0,5,2","  12.4",",,,0,3,2","  10.1",",,,0,5,2","226.0",",,,0","","","","","","","","","5",",,,0","6.07",",0","10.60",",,,0","1.54",",,,0","7067",",X","","","30",",X","20",",X","","","","","14.3",",X","16.5",",X","",""
"USW00003816","1996-12","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","3.5",",X","754.0","0","0.0",",0","9",",0","6",",0","2",",0","1",",0","1",",0","0",",0","13",",0","5",",0","1",",0","0",",0","15","","3","","19961220",",,0","19961217",",,0","19961216",",,0","3","","19961211",",,0","19961211",",,0","-13.9",",0,20,","25",",,0,17,","38",",,0,16,","33.0",",,0,11,","21.1",",0,11,","945.4","0","   9.4","1,,,0,5,2","","","427.9",",0","  10.0",",,,0,5,2","","","   0.6","1,,,0,5,2","","","   2.8",",,,0,5,2","","","   5.3","1,,,0,5,2","","","   6.8",",,,0,5,2","","","124.6",",,,0","","","","","","","","","48",",,,0","4.53",",0","9.01",",,,0","0.05",",,,0","6704",",X","","","210",",X","200",",X","","","","","13.0",",X","17.9",",X","",""
"USW00003816","1997-01","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","3.8",",X","0.0","0","0.0",",0","9",",0","5",",0","1",",0","11",",0","1",",0","1",",0","22",",0","10",",0","0",",0","0",",0","12","","2","","19970111",",,0","19970110","+,,0","19970108",",,0","2","","19970115",",,0","19970104",",,0","-19.4",",0,11,","76",",,0,10,+","84",",,0,08,","27.2",",,0,15,","20.6",",0,04,","1515.7","0","  11.1","2,,,0,5,2","","","570.3",",0","  12.8","3,,,0,5,2","","","   0.6","2,,,0,5,2","","","   0.6","3,,,0,5,2","","","   3.7","2,,,0,5,2","","","   5.0","3,,,0,5,2","","","66.6",",,,0","","","","","","","","","104",",,,0","-0.06",",0","4.46",",,,0","-4.59",",,,0","10479",",X","","","270",",X","260",",X","","","","","13.4",",X","17.4",",X","",""
"USW00003816","1997-02","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","3.3",",X","0.0","0","0.0",",0","10",",0","6",",0","3",",0","3",",0","2",",0","0",",0","15",",0","0",",0","1",",0","0",",0","19","","1","","19970215",",,0","19970208",",,0","19970207",",,0","2","","19970228",",,0","19970220",",,0","-5.0",",0,15,","76",",,0,08,","76",",,0,07,","45.2",",,0,28,","21.7",",0,20,","1866.1","0","  12.8","1,,,0,3,2","   8.9","1,,,0,5,2","350.4",",0","  15.0","1,,,0,3,2","  11.1","1,,,0,5,2","   4.4","1,,,0,3,2","   0.6","1,,,0,5,2","   7.2","1,,,0,3,2","   2.2","1,,,0,5,2","   7.9","1,,,0,3,2","   4.7","1,,,0,5,2","  10.6","1,,,0,3,2","   6.2","1,,,0,5,2","135.3",",,,0","","","","","","","","","134",",,,0","5.82",",0","10.29",",,,0","1.35",",,,0","8006",",X","","","250",",X","230",",X","","","","","16.5",",X","21.9",",X","",""
"USW00003816","1997-03","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","3.6",",X","0.0","0","0.0",",0","10",",0","8",",0","2",",0","0",",0","0",",0","0",",0","8",",0","0",",0","4",",0","0",",0","17","","1","","19970316","+,,0","19970331","+,,0","19970331","+,,0","6","","19970301",",,0","19970321",",,0","-3.9",",0,16,+","0",",,0,31,+","0",",,0,31,+","90.7",",,0,01,","25.6",",0,21,","2123.0","0","  16.7","1,,,0,3,2","  12.8","2,,,0,5,2","256.9",",0","  18.9","2,,,0,3,2","  16.1","3,,,0,5,2","  10.0","1,,,0,3,2","   6.7","2,,,0,5,2","  12.2","2,,,0,3,2","   7.8","3,,,0,5,2","  13.4","1,,,0,3,2","   9.7","2,,,0,5,2","  15.8","2,,,0,3,2","  11.2","3,,,0,5,2","188.5",",,,0","","","","","","","","","0",",,,0","10.05",",0","16.15",",,,0","3.94",",,,0","14305",",X","","","280",",X","270",",X","","","","","12.5",",X","15.2",",X","",""
"USW00003816","1997-04","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","3.3",",X","1.4","0","1.4",",0","11",",0","9",",0","1",",0","0",",0","0",",0","0",",0","5",",0","0",",0","5",",0","0",",0","16","","1","","19970409",",,0","19970430","+,,0","19970410",",,0","6","","19970405",",,0","19970430",",,0","-2.2",",0,09,","0",",,0,30,+","0",",T,0,10,","37.1",",,0,05,","27.8",",0,30,","2333.3","0","  18.3",",,,0,3,2","  14.4",",,,0,5,2","210.3",",0","  21.7",",,,0,3,2","  16.1",",,,0,5,2","   2.8",",,,0,3,2","   9.4",",,,0,5,2","  16.1",",,,0,3,2","  11.1",",,,0,5,2","  14.9",",,,0,3,2","  12.1",",,,0,5,2","  18.8",",,,0,3,2","  13.2",",,,0,5,2","127.8",",,,0","","","","","","","","","0",",T,,0","11.37",",0","17.76",",,,0","4.98",",,,0","14873",",X","","","220",",X","310",",X","","","","","16.1",",X","27.3",",X","",""
"USW00003816","1997-05","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","27.0","0","25.6",",0","11",",0","6",",0","2",",0","0",",","","","0",",0","0",",0","0",",0","23",",0","0",",0","13","","1","","19970516",",,0","19970531","+,,0","","","11","","19970502",",,0","19970518",",,0","2.2",",0,16,","0",",,0,31,+","","","87.6",",,0,02,","30.0",",0,18,","2408.5","0","  23.9",",,,0,3,2","  20.0",",,,0,5,2","75.2",",0","  26.7",",,,0,3,2","  24.4",",,,0,5,2","  17.2",",,,0,3,2","  13.3",",,,0,5,2","  18.3",",,,0,3,2","  15.0",",,,0,5,2","  20.6",",,,0,3,2","  16.7",",,,0,5,2","  23.7",",,,0,3,2","  18.4",",,,0,5,2","201.9",",,,0","","","","","","","","","","","16.73",",0","22.94",",,,0","10.53",",,,0","","","","","270",",Z","250",",Z","","","","","11.6",",Z","14.3",",Z","",""
"USW00003816","1997-06","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","2.4",",X","164.2","0","137.2",",0","14",",0","11",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","4",",0","25","","3","","19970615","+,,0","19970630","+,,0","19970630","+,,0","10","","19970630",",,0","19970624",",,0","13.3",",0,15,+","0",",,0,30,+","0",",,0,30,+","51.3",",,0,30,","33.9",",0,24,","2411.9","0","","","","","3.4",",0","","","","","","","","","","","","","","","","","","","","","167.5",",,,0","","","","","","","","","0",",,,0","22.79",",0","27.44",",,,0","18.14",",,,0","","","","","360",",X","360",",X","","","","","10.7",",X","14.3",",X","",""
"USW00003816","1997-07","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","1.9",",X","395.2","0","231.0",",0","4",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","27","","2","","19970706",",,0","19970731","+,,0","19970731","+,,0","5","","19970708",",,0","19970727",",,0","12.2",",0,06,","0",",,0,31,+","0",",,0,31,+","47.8",",,0,08,","37.8",",0,27,","0.0","0","  34.4","1,,,0,3,2","  30.0","1,,,0,5,2","0.0",",0","  37.8","1,,,0,3,2","  31.7","1,,,0,5,2","  23.9","1,,,0,3,2","  23.9","1,,,0,5,2","  30.0","1,,,0,3,2","  25.0","1,,,0,5,2","  30.4","1,,,0,3,2","  26.7","1,,,0,5,2","  34.3","1,,,0,3,2","  28.3","1,,,0,5,2","70.7",",,,0","","","","","","","","","0",",,,0","25.78",",0","31.79",",,,0","19.77",",,,0","22408",",X","","","340",",X","340",",X","","","","","14.3",",X","19.2",",X","",""
"USW00003816","1997-08","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","2.3",",X","570.0","0","174.8",",0","8",",0","6",",0","0",",0","0",",","","","0",",0","0",",0","0",",0","31",",0","6",",0","22","","5","","19970823",",,0","19970831","+,,0","","","7","","19970815",",,0","19970804",",,0","11.7",",0,23,","0",",,0,31,+","","","19.3",",,0,15,","33.3",",0,04,","0.0","0","  32.2","1,,,0,3,2","  27.8",",,,0,5,2","0.0",",0","  36.1","1,,,0,3,2","  29.4",",,,0,5,2","  26.1","1,,,0,3,2","  23.3",",,,0,5,2","  28.9","1,,,0,3,2","  24.4",",,,0,5,2","  29.5","1,,,0,3,2","  25.9",",,,0,5,2","  32.7","1,,,0,3,2","  27.1",",,,0,5,2","72.7",",,,0","","","","","","","","","","","23.97",",0","29.50",",,,0","18.44",",,,0","16497",",X","","","10",",X","30",",X","","","","","14.8",",X","24.6",",X","",""
"USW00003816","1997-09","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","2.3",",X","644.5","0","74.5",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","3",",0","24","","7","","19970905",",,0","19970930","+,,0","19970930","+,,0","2","","19970920",",,0","19970919","+,,0","7.2",",0,05,","0",",,0,30,+","0",",,0,30,+","23.1",",,0,20,","33.3",",0,19,+","11.9","0","  32.8",",,,0,3,2","  26.7","1,,,0,5,2","11.9",",0","  34.4",",,,0,3,2","  27.8","1,,,0,5,2","  20.6",",,,0,3,2","  18.9","1,,,0,5,2","  23.3",",,,0,3,2","  20.6","1,,,0,5,2","  25.7",",,,0,3,2","  22.4","1,,,0,5,2","  29.1",",,,0,3,2","  23.9","1,,,0,5,2","61.1",",,,0","","","","","","","","","0",",,,0","20.42",",0","27.08",",,,0","13.76",",,,0","14567",",X","","","230",",X","250",",X","","","","","11.6",",X","13.4",",X","",""
"USW00003816","1997-10","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","2.5",",X","686.2","0","41.7",",0","7",",0","6",",0","0",",0","0",",","","","0",",0","5",",0","0",",0","13",",0","0",",0","22","","5","","19971028",",,0","19971031","+,,0","","","","","19971013",",,0","19971007",",,0","-3.3",",0,28,","0",",,0,31,+","","","24.9",",,0,13,","30.0",",0,07,","177.4","0","  25.6",",,,0,3,2","  21.1",",,,0,5,2","165.5",",0","  28.3",",,,0,3,2","  21.7",",,,0,5,2","  12.8",",,,0,3,2","   8.9",",,,0,5,2","  15.0",",,,0,3,2","  11.7",",,,0,5,2","  19.4",",,,0,3,2","  16.5",",,,0,5,2","  22.4",",,,0,3,2","  17.6",",,,0,5,2","74.2",",,,0","","","","","","","","","","","14.34",",0","20.85",",,,0","7.82",",,,0","14612",",X","","","240",",X","240",",X","","","","","14.3",",X","17.4",",X","",""
"USW00003816","1997-11","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","3.0",",X","686.2","0","0.0",",0","12",",0","5",",0","0",",0","0",",0","0","1,0","0",",0","13",",0","0",",0","1",",0","0",",0","19","","3","","19971117",",,0","19971130","+,,0","19971112",",1,0","1","","19971113",",,0","19971128",",,0","-10.6",",0,17,","0",",,0,30,+","10","1,,0,12,","18.3",",,0,13,","21.1",",0,28,","552.9","0","","","","","375.5",",0","","","","","","","","","","","","","","","","","","","","","59.3",",,,0","","","","","","","","","10","1,,,0","5.82",",0","10.76",",,,0","0.87",",,,0","8936",",X","","","250",",X","250",",X","","","","","15.2",",X","19.7",",X","",""
"USW00003816","1997-12","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","3.0",",X","686.2","0","0.0",",0","12",",0","6",",0","0",",0","0",",0","1","1,0","0",",0","20",",0","0",",0","0",",0","0",",0","23","","3","","19971207",",,0","19971226",",,0","19971208",",1,0","","","19971224",",,0","19971219",",,0","-7.8",",0,07,","0",",T,0,26,","28","1,,0,08,","17.8",",,0,24,","17.2",",0,19,","1035.1","0","  12.8",",,,0,3,2","  10.0",",,,0,5,2","482.2",",0","  16.1",",,,0,3,2","  11.1",",,,0,5,2","   6.1",",,,0,3,2","   3.3",",,,0,5,2","   6.7",",,,0,3,2","   4.4",",,,0,5,2","   7.8",",,,0,3,2","   5.3",",,,0,5,2","   9.5",",,,0,3,2","   6.0",",,,0,5,2","62.6",",,,0","","","","","","","","","46","1,,,0","2.78",",0","7.11",",,,0","-1.56",",,,0","6994",",X","","","290",",X","290",",X","","","","","12.5",",X","16.1",",X","",""
"USW00003816","1998-01","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","3.2",",X","0.0","0","0.0",",0","12",",0","7",",0","0",",0","0",",0","0",",0","0",",0","19",",0","1",",0","0",",0","0",",0","24","","6","","19980125",",,0","19980131","+,,0","19980124","+,,0","1","","19980105",",,0","19980104",",,0","-6.7",",0,25,","0",",,0,31,+","0",",T,0,24,+","22.9",",,0,05,","20.0",",0,04,","1457.2","0","  12.8","1,,,0,3,2","  10.0",",,,0,5,2","422.1",",0","  15.6","1,,,0,3,2","  10.6",",,,0,5,2","   4.4","1,,,0,3,2","   2.8",",,,0,5,2","   6.1","1,,,0,3,2","   3.3",",,,0,5,2","   7.8","1,,,0,3,2","   5.3",",,,0,5,2","  10.0","1,,,0,3,2","   6.2",",,,0,5,2","77.8",",,,0","","","","","","","","","0",",T,,0","4.72",",0","8.95",",,,0","0.48",",,,0","6928",",X","","","10",",X","10",",X","","","","","9.4",",X","11.6",",X","",""
"USW00003816","1998-02","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","3.5",",X","0.0","0","0.0",",0","9",",0","5",",0","2",",0","0",",0","0",",0","0",",0","9",",0","0",",0","0",",0","0",",0","23","","3","","19980209",",,0","19980228","+,,0","19980205",",,0","3","","19980217",",,0","19980225",",,0","-5.6",",0,09,","0",",,0,28,+","3",",,0,05,","42.7",",,0,17,","20.6",",0,25,","1783.1","0","  12.8",",,,0,3,2","   8.9",",,,0,5,2","325.9",",0","  15.6",",,,0,3,2","  10.0",",,,0,5,2","   7.2",",,,0,3,2","   3.9",",,,0,5,2","   7.8",",,,0,3,2","   5.0",",,,0,5,2","   9.8",",,,0,3,2","   6.3",",,,0,5,2","  11.6",",,,0,3,2","   6.9",",,,0,5,2","120.9",",,,0","","","","","","","","","3",",,,0","6.69",",0","11.39",",,,0","2.00",",,,0","7638",",X","","","210",",X","210",",X","","","","","14.3",",X","17.0",",X","",""
"USW00003816","1998-03","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","4.5",",X","19.2","0","19.2",",0","14",",0","8",",0","1",",0","0",",0","0",",0","0",",0","10",",0","1",",0","7",",0","0",",0","14","","1","","19980312",",,0","19980312","+,,0","19980311",",,0","1","","19980319",",,0","19980330","+,,0","-11.1",",0,12,","0",",T,0,12,+","15",",,0,11,","27.7",",,0,19,","27.2",",0,30,+","2105.4","0","  20.0","3,,,0,3,2","  15.0","1,,,0,5,2","322.3",",0","  22.2","2,,,0,3,2","  15.0","1,,,0,5,2","   5.6","3,,,0,3,2","   3.9","1,,,0,5,2","   7.8","2,,,0,3,2","   4.4","1,,,0,5,2","  11.1","3,,,0,3,2","   7.8","1,,,0,5,2","  13.9","2,,,0,3,2","   8.9","1,,,0,5,2","89.4",",,,0","","","","","","","","","18",",,,0","8.56",",0","13.37",",,,0","3.75",",,,0","10565",",X","","","220",",X","150",",X","","","","","15.2",",X","21.5",",X","",""
"USW00003816","1998-04","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","3.6",",X","23.3","0","4.1",",0","12",",0","10",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","13",",0","0",",0","19","","1","","19980405",",,0","19980430","+,,0","19980408",",,0","8","","19980416",",,0","19980425","+,,0","-0.6",",0,05,","0",",,0,30,+","0",",T,0,08,","38.4",",,0,16,","25.0",",0,25,+","2251.7","0","  20.0",",,,0,3,2","  14.4",",,,0,5,2","146.3",",0","  22.2",",,,0,3,2","  15.6",",,,0,5,2","  13.9",",,,0,3,2","  11.1",",,,0,5,2","  17.2",",,,0,3,2","  12.2",",,,0,5,2","  16.9",",,,0,3,2","  13.3",",,,0,5,2","  19.7",",,,0,3,2","  14.2",",,,0,5,2","137.5",",,,0","","","","","","","","","0",",T,,0","13.59",",0","19.34",",,,0","7.84",",,,0","13494",",X","","","240",",X","240",",X","","","","","16.1",",X","19.2",",X","",""
"USW00003816","1998-05","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","2.7",",X","143.4","0","120.1",",0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","3",",0","27","","2","","19980505",",,0","19980531","+,,0","19980531","+,,0","7","","19980506",",,0","19980531",",,0","8.3",",0,05,","0",",,0,31,+","0",",,0,31,+","26.7",",,0,06,","34.4",",0,31,","2267.2","0","  28.9",",,,0,3,2","  23.9",",,,0,5,2","15.5",",0","  32.2",",,,0,3,2","  23.9",",,,0,5,2","  18.3",",,,0,3,2","  15.0",",,,0,5,2","  21.7",",,,0,3,2","  15.6",",,,0,5,2","  24.2",",,,0,3,2","  19.6",",,,0,5,2","  27.7",",,,0,3,2","  20.5",",,,0,5,2","82.0",",,,0","","","","","","","","","0",",,,0","21.70",",0","27.58",",,,0","15.83",",,,0","20816",",X","","","10",",X","10",",X","","","","","17.9",",X","21.5",",X","",""
"USW00003816","1998-06","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","3.1",",X","339.0","0","195.6",",0","13",",0","12",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","14",",0","16","","","","19980607",",,0","19980630","+,,0","19980630","+,,0","14","","19980609",",,0","19980602",",,0","8.9",",0,07,","0",",,0,30,+","0",",,0,30,+","100.6",",,0,09,","35.6",",0,02,","2272.5","0","","","","","5.3",",0","","","","","","","","","","","","","","","","","","","","","278.9",",,,0","","","","","","","","","0",",,,0","24.68",",0","30.02",",,,0","19.33",",,,0","19752",",X","","","320",",X","250",",X","","","","","14.8",",X","20.6",",X","",""
"USW00003816","1998-07","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","2.1",",X","573.6","0","234.6",",0","11",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","29","","5","","19980727","+,,0","19980731","+,,0","19980731","+,,0","7","","19980730",",,0","19980719",",,0","18.9",",0,27,+","0",",,0,31,+","0",",,0,31,+","83.1",",,0,30,","35.6",",0,19,","0.0","0","  32.2",",,,0,3,2","  27.8",",,,0,5,2","0.0",",0","  36.7",",,,0,3,2","  28.9",",,,0,5,2","  26.7",",,,0,3,2","  25.0",",,,0,5,2","  29.4",",,,0,3,2","  25.6",",,,0,5,2","  30.1",",,,0,3,2","  26.2",",,,0,5,2","  33.3",",,,0,3,2","  27.2",",,,0,5,2","204.2",",,,0","","","","","","","","","0",",,,0","25.90",",0","30.25",",,,0","21.55",",,,0","16444",",X","","","210",",X","220",",X","","","","","8.9",",X","10.7",",X","",""
"USW00003816","1998-08","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","1.6",",X","780.3","0","206.7",",0","4",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","27","","9","","19980802",",,0","19980831","+,,0","19980831","+,,0","3","","19980807",",,0","19980825",",,0","15.0",",0,02,","0",",,0,31,+","0",",,0,31,+","45.5",",,0,07,","35.6",",0,25,","0.0","0","  32.2","2,,,0,3,2","  26.7",",,,0,5,2","0.0",",0","  36.1","2,,,0,3,2","  28.9",",,,0,5,2","  28.3","2,,,0,3,2","  23.3",",,,0,5,2","  28.9","2,,,0,3,2","  25.6",",,,0,5,2","  29.9","2,,,0,3,2","  25.7",",,,0,5,2","  33.0","2,,,0,3,2","  26.8",",,,0,5,2","80.0",",,,0","","","","","","","","","0",",,,0","25.00",",0","30.90",",,,0","19.10",",,,0","19373",",X","","","10",",X","360",",X","","","","","10.3",",X","14.3",",X","",""
"USW00003816","1998-09","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","1.7",",X","946.5","0","166.2",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","17",",0","21","","4","","19980910",",,0","19980930","+,,0","19980930","+,,0","1","","19980916",",,0","19980905",",,0","7.8",",0,10,","0",",,0,30,+","0",",,0,30,+","1.5",",,0,16,","35.6",",0,05,","1.1","0","","","","","1.1",",0","","","","","","","","","","","","","","","","","","","","","3.1",",,,0","","","","","","","","","0",",,,0","23.84",",0","31.51",",,,0","16.17",",,,0","15008",",X","","","230",",X","170",",X","","","","","9.4",",X","12.5",",X","",""
"USW00003816","1998-10","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","2.0",",X","972.7","0","26.2",",0","7",",0","5",",0","2",",0","0",",0","0",",0","0",",0","1",",0","0",",0","24",",0","0",",0","22","","6","","19981024",",,0","19981031","+,,0","19981031","+,,0","3","","19981006",",,0","19981005",",,0","0.0",",0,24,","0",",,0,31,+","0",",,0,31,+","102.4",",,0,06,","31.7",",0,05,","92.1","0","  28.3","1,,,0,3,2","  23.9",",,,0,5,2","91.0",",0","  31.1","1,,,0,3,2","  25.6","1,,,0,5,2","  16.7","1,,,0,3,2","  15.0",",,,0,5,2","  19.4","1,,,0,3,2","  16.1","1,,,0,5,2","  21.4","1,,,0,3,2","  18.4",",,,0,5,2","  24.3","1,,,0,3,2","  19.6","1,,,0,5,2","187.3",",,,0","","","","","","","","","0",",,,0","16.24",",0","23.63",",,,0","8.85",",,,0","13413","2,X","","","250",",X","250",",X","","","","","10.3",",X","13.0",",X","",""
"USW00003816","1998-11","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","2.7",",X","973.6","0","0.9",",0","9",",0","7",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","6",",0","0",",0","18","","2","","19981107",",,0","19981130","+,,0","19981130","+,,0","1","","19981119",",,0","19981102",",,0","-2.8",",0,07,","0",",,0,30,+","0",",,0,30,+","14.2",",,0,19,","23.9",",0,02,","334.3","0","  21.1",",,,0,3,2","  17.2","2,,,0,5,2","242.2",",0","  23.3",",,,0,3,2","  17.8","2,,,0,5,2","  12.2",",,,0,3,2","  10.6","2,,,0,5,2","  15.0",",,,0,3,2","  11.1","2,,,0,5,2","  14.5",",,,0,3,2","  12.3","2,,,0,5,2","  17.2",",,,0,3,2","  13.0","2,,,0,5,2","66.9",",,,0","","","","","","","","","0",",,,0","10.29",",0","16.20",",,,0","4.38",",,,0","10441",",X","","","260",",X","270",",X","","","","","15.2",",X","20.6",",X","",""
"USW00003816","1998-12","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","3.0",",X","975.5","0","1.9",",0","12",",0","5",",0","1",",0","2",",0","0",",0","0",",0","18",",0","5",",0","3",",0","0",",0","18","","2","","19981225",",,0","19981224","+,,0","19981223",",,0","","","19981221",",,0","19981204",",,0","-11.7",",0,25,","25",",,0,24,+","13",",,0,23,","41.9",",,0,21,","23.3",",0,04,","756.7","0","  17.2",",,,0,3,2","  14.4",",,,0,5,2","422.4",",0","  20.0",",,,0,3,2","  15.0",",,,0,5,2","   5.0",",,,0,3,2","   3.3",",,,0,5,2","   6.7",",,,0,3,2","   4.4",",,,0,5,2","  10.4",",,,0,3,2","   8.5",",,,0,5,2","  12.7",",,,0,3,2","   9.3",",,,0,5,2","94.3",",,,0","","","","","","","","","19",",,,0","4.77",",0","9.69",",,,0","-0.15",",,,0","8748","2,X","","","240",",X","260",",X","","","","","11.2",",X","13.4",",X","",""
